ENTIDAD FEDERATIVA;NIVEL DE ESTUDIOS;NOMBRE PROGRAMA EDUCATIVO;Matrícula Mujeres;Matrícula Hombres;Matrícula Total;Nuevo Ingreso Mujeres;Nuevo Ingreso Hombres;Nuevo Ingreso Total;Egresados Mujeres;Egresados Hombres;Egresados Total;Titulados Mujeres;Titulados Hombres;Titulados Total
NUEVO LEÓN;MAESTRÍA;MAESTRÍA EN ENSEÑANZA DE LAS CIENCIAS CON ACENTUACIÓN EN BIOLOGÍA;20;5;25;14;3;17;3;1;4;0;0;0
NUEVO LEÓN;MAESTRÍA;MAESTRÍA EN ENSEÑANZA DE LAS CIENCIAS CON ACENTUACIÓN EN ESPAÑOL;42;10;52;29;5;34;8;4;12;1;0;1
NUEVO LEÓN;MAESTRÍA;MAESTRÍA EN ENSEÑANZA DE LAS CIENCIAS CON ACENTUACIÓN EN FÍSICA;7;4;11;5;4;9;0;1;1;0;0;0
NUEVO LEÓN;MAESTRÍA;MAESTRÍA EN ENSEÑANZA DE LAS CIENCIAS CON ACENTUACIÓN EN FORMACIÓN CÍVICA Y ÉTICA;24;7;31;18;4;22;4;3;7;0;0;0
NUEVO LEÓN;MAESTRÍA;MAESTRÍA EN ENSEÑANZA DE LAS CIENCIAS CON ACENTUACIÓN EN GEOGRAFÍA;2;4;6;2;4;6;0;0;0;0;0;0
NUEVO LEÓN;MAESTRÍA;MAESTRÍA EN ENSEÑANZA DE LAS CIENCIAS CON ACENTUACIÓN EN HISTORIA;7;7;14;7;7;14;0;0;0;0;0;0
NUEVO LEÓN;MAESTRÍA;MAESTRÍA EN ENSEÑANZA DE LAS CIENCIAS CON ACENTUACIÓN EN INGLÉS;26;3;29;22;2;24;1;0;1;1;0;1
NUEVO LEÓN;MAESTRÍA;MAESTRÍA EN ENSEÑANZA DE LAS CIENCIAS CON ACENTUACIÓN EN MATEMÁTICAS;25;20;45;19;17;36;1;1;2;0;0;0
NUEVO LEÓN;MAESTRÍA;MAESTRÍA EN ENSEÑANZA DE LAS CIENCIAS CON ACENTUACIÓN EN PREESCOLAR Y PRIMARIA;0;0;0;0;0;0;1;1;2;0;0;0
NUEVO LEÓN;MAESTRÍA;MAESTRÍA EN ENSEÑANZA DE LAS CIENCIAS CON ACENTUACIÓN EN QUÍMICA;7;1;8;7;1;8;1;0;1;0;0;0
NUEVO LEÓN;MAESTRÍA;MAESTRÍA EN ENSEÑANZA DE LAS MATEMÁTICAS;1;1;2;0;0;0;0;0;0;0;0;0
NUEVO LEÓN;MAESTRÍA;MAESTRÍA EN ENTOMOLOGÍA MÉDICA Y VETERINARIA ;0;7;7;0;3;3;0;0;0;0;0;0
NUEVO LEÓN;MAESTRÍA;MAESTRÍA EN ESTADÍSTICA APLICADA;0;0;0;0;0;0;1;1;2;1;1;2
NUEVO LEÓN;MAESTRÍA;MAESTRIA EN ESTRATEGIAS FISCALES CON ACENTUACION NACIONAL O INTERNACIONAL;20;43;63;0;0;0;1;4;5;5;11;16
NUEVO LEÓN;MAESTRÍA;MAESTRÍA EN ESTRATEGIAS LEGALES Y DE GESTIÓN DEL CAPITAL HUMANO;4;1;5;0;0;0;0;0;0;0;0;0
NUEVO LEÓN;MAESTRÍA;MAESTRÍA EN ESTUDIOS HUMANÍSTICOS;10;12;22;3;2;5;4;4;8;4;2;6
NUEVO LEÓN;MAESTRÍA;MAESTRÍA EN ESTUDIOS LITERARIOS Y MUSICALES;4;6;10;2;2;4;0;1;1;0;0;0
NUEVO LEÓN;MAESTRÍA;MAESTRÍA EN FINANZAS;35;79;114;11;24;35;11;19;30;14;16;30
NUEVO LEÓN;MAESTRÍA;MAESTRÍA EN GERENCIA DE PROYECTOS;112;176;288;21;19;40;0;0;0;0;0;0
NUEVO LEÓN;MAESTRÍA;MAESTRÍA EN GERONTOLOGÍA;4;5;9;3;3;6;0;0;0;0;0;0
NUEVO LEÓN;MAESTRÍA;MAESTRÍA EN GESTIÓN AMBIENTAL;5;5;10;1;1;2;0;0;0;0;0;0
NUEVO LEÓN;MAESTRÍA;MAESTRÍA EN GESTIÓN CURRICULAR;5;3;8;3;2;5;0;0;0;0;0;0
NUEVO LEÓN;MAESTRÍA;MAESTRÍA EN GESTIÓN DE HOSPITALES Y SERVICIOS DE SALUD ;16;13;29;5;3;8;0;0;0;0;0;0
NUEVO LEÓN;MAESTRÍA;MAESTRÍA EN GESTIÓN DE INSTITUCIONES EDUCATIVAS;3;0;3;0;0;0;0;0;0;0;0;0
NUEVO LEÓN;MAESTRÍA;MAESTRÍA EN GESTIÓN DE LA INGENIERÍA;34;91;125;4;10;14;4;10;14;4;10;14
NUEVO LEÓN;MAESTRÍA;MAESTRÍA EN GESTIÓN DE TECNOLOGÍAS DE INFORMACIÓN;115;368;483;24;63;87;24;202;226;24;202;226
NUEVO LEÓN;MAESTRÍA;MAESTRÍA EN GESTIÓN DE TECNOLOGÍAS DE LA INFORMACIÓN;8;8;16;0;4;4;2;12;14;2;12;14
NUEVO LEÓN;MAESTRÍA;MAESTRÍA EN GESTIÓN DOCENTE;6;3;9;3;2;5;4;0;4;4;0;4
NUEVO LEÓN;MAESTRÍA;MAESTRÍA EN GESTIÓN EDUCATIVA;5;6;11;1;1;2;0;0;0;0;0;0
NUEVO LEÓN;MAESTRÍA;MAESTRÍA EN GESTIÓN EMPRESARIAL;42;52;94;4;8;12;6;5;11;6;5;11
NUEVO LEÓN;MAESTRÍA;MAESTRÍA EN GESTIÓN PÚBLICA;6;3;9;1;0;1;0;0;0;0;0;0
NUEVO LEÓN;MAESTRÍA;MAESTRÍA EN GESTIÓN Y ADMINISTRACIÓN DE CENTROS EDUCATIVOS    ;22;7;29;22;7;29;0;0;0;0;0;0
NUEVO LEÓN;MAESTRÍA;MAESTRÍA EN GESTIÓN Y DESARROLLO ORGANIZACIONAL, CON ACENTUACIÓN EN EDUCACIÓN Y ADMINISTRACIÓN;34;8;42;14;4;18;0;0;0;0;0;0
NUEVO LEÓN;MAESTRÍA;MAESTRÍA EN HIPNOSIS Y TERAPIA FAMILIAR BREVE SISTÉMICA;22;12;34;5;7;12;22;5;27;22;5;27
NUEVO LEÓN;MAESTRÍA;MAESTRÍA EN HUMANIDADES;9;5;14;3;1;4;1;0;1;1;0;1
NUEVO LEÓN;MAESTRÍA;MAESTRÍA EN IMAGEN CORPORATIVA;4;0;4;0;0;0;1;0;1;0;0;0
NUEVO LEÓN;MAESTRÍA;MAESTRÍA EN IMAGEN Y MERCADOTECNIA POLÍTICA;0;1;1;0;1;1;2;0;2;0;0;0
NUEVO LEÓN;MAESTRÍA;MAESTRÍA EN IMPUESTOS;42;89;131;11;17;28;7;24;31;7;23;30
NUEVO LEÓN;MAESTRÍA;MAESTRÍA EN INGENIERÍA;6;20;26;1;1;2;0;0;0;0;0;0
NUEVO LEÓN;MAESTRÍA;MAESTRÍA EN INGENIERÍA ADMINISTRATIVA;0;4;4;0;4;4;0;0;0;0;0;0
NUEVO LEÓN;MAESTRÍA;MAESTRÍA EN INGENIERÍA AEROESPACIAL CON ORIENTACIÓN EN: MATERIALES AEROESPACIALES, ESTRUCTURAS AEROE;4;15;19;2;6;8;0;7;7;0;5;5
NUEVO LEÓN;MAESTRÍA;MAESTRÍA EN INGENIERÍA CON ORIENTACIÓN EN (HIDROLOGÍA SUBTERRÁNEA O INGENIERÍA AMBIENTAL O INGENIERÍA DE TRÁNSITO Y VÍAS TERRESTRE O INGENIERÍA ESTRUCTURAL;10;45;55;4;15;19;4;23;27;6;13;19
NUEVO LEÓN;MAESTRÍA;MAESTRÍA EN INGENIERÍA CON ORIENTACIÓN EN: MECÁNICA, ELECTRÓNICA;30;151;181;15;44;59;8;34;42;8;33;41
NUEVO LEÓN;MAESTRÍA;MAESTRÍA EN INGENIERÍA DEL PRODUCTO;10;21;31;0;0;0;3;0;3;3;0;3
NUEVO LEÓN;MAESTRÍA;MAESTRÍA EN INGENIERÍA FÍSICA INDUSTRIAL;2;10;12;0;2;2;0;3;3;2;2;4
NUEVO LEÓN;MAESTRÍA;MAESTRÍA EN INGENIERÍA INDUSTRIAL CON ORIENTACIÓN EN: PRODUCTIVIDAD, SISTEMAS DE MANUFACTURA Y OPTIMIZACIÓN DE SERVICIOS;22;39;61;2;3;5;1;7;8;1;7;8
NUEVO LEÓN;MAESTRÍA;MAESTRÍA EN INGENIERÍA INDUSTRIAL Y DE SISTEMAS;4;11;15;1;3;4;1;6;7;1;6;7
NUEVO LEÓN;MAESTRÍA;MAESTRÍA EN INGENIERÍA MECATRÓNICA;2;11;13;0;1;1;0;5;5;0;3;3
NUEVO LEÓN;MAESTRÍA;MAESTRÍA EN INNOVACIÓN DE LA PRÁCTICA EDUCATIVA;28;16;44;18;12;30;17;3;20;0;0;0
NUEVO LEÓN;MAESTRÍA;MAESTRÍA EN INNOVACIÓN EDUCATIVA;8;6;14;6;5;11;4;1;5;0;0;0
NUEVO LEÓN;MAESTRÍA;MAESTRÍA EN INNOVACIÓN PARA NEGOCIOS;10;13;23;4;6;10;6;4;10;6;4;10
NUEVO LEÓN;MAESTRÍA;MAESTRÍA EN INNOVACIÓN Y CREATIVIDAD;1;0;1;0;0;0;0;0;0;0;0;0
NUEVO LEÓN;MAESTRÍA;MAESTRÍA EN INNOVACIÓN Y EMPRENDIMIENTO EMPRESARIAL;5;12;17;4;4;8;0;0;0;0;0;0
NUEVO LEÓN;MAESTRÍA;MAESTRÍA EN INVESTIGACIÓN EDUCATIVA;9;10;19;7;4;11;6;5;11;0;0;0
NUEVO LEÓN;MAESTRÍA;MAESTRÍA EN INVESTIGACION Y DOCENCIA;7;6;13;7;6;13;0;0;0;0;0;0
NUEVO LEÓN;MAESTRÍA;MAESTRÍA EN JUICIOS ORALES;36;54;90;12;10;22;20;20;40;21;20;41
NUEVO LEÓN;MAESTRÍA;MAESTRÍA EN LABORATORIO DE HEMATOLOGÍA;1;2;3;1;2;3;1;1;2;1;1;2
NUEVO LEÓN;MAESTRÍA;MAESTRÍA EN LENGUA Y LITERATURAS HISPÁNICAS;5;0;5;0;0;0;1;0;1;1;0;1
NUEVO LEÓN;MAESTRÍA;MAESTRÍA EN LIDERAZGO PARA LA INNOVACIÓN GUBERNAMENTAL;9;10;19;9;6;15;1;2;3;1;0;1
NUEVO LEÓN;MAESTRÍA;MAESTRÍA EN LINGUÍSTICA APLICADA A LA ENSEÑANZA DE LENGUAS EXTRANJERAS;13;4;17;7;3;10;6;3;9;0;0;0
NUEVO LEÓN;MAESTRÍA;MAESTRÍA EN LOGÍSTICA;29;40;69;7;5;12;0;0;0;0;0;0
NUEVO LEÓN;MAESTRÍA;MAESTRÍA EN LOGÍSTICA Y CADENA DE SUMINISTROS;23;26;49;4;8;12;13;12;25;17;9;26
NUEVO LEÓN;MAESTRÍA;MAESTRÍA EN LOGÍSTICA Y COMERCIALIZACIÓN;14;21;35;0;0;0;3;5;8;3;5;8
NUEVO LEÓN;MAESTRÍA;MAESTRÍA EN MANEJO Y APROVECHAMIENTO INTEGRAL DE RECURSOS BIÓTICOS ;2;1;3;0;0;0;0;0;0;0;0;0
NUEVO LEÓN;MAESTRÍA;MAESTRÍA EN MARKETING DIGITAL Y REDES SOCIALES;78;35;113;14;4;18;2;9;11;2;9;11
NUEVO LEÓN;MAESTRÍA;MAESTRÍA EN MEDICINA TRADICIONAL CHINA CON ORIENTACIÓN EN ACUPUNTURA Y MAXIBUSTION;8;5;13;5;1;6;0;0;0;0;0;0
NUEVO LEÓN;MAESTRÍA;MAESTRÍA EN MEDIOS;12;16;28;3;1;4;10;2;12;10;2;12
NUEVO LEÓN;MAESTRÍA;MAESTRÍA EN MERCADOTECNIA;4;6;10;0;2;2;4;2;6;3;1;4
NUEVO LEÓN;MAESTRÍA;MAESTRÍA EN MERCADOTECNIA Y MEDIOS DIGITALES;1;3;4;1;3;4;0;0;0;0;0;0
NUEVO LEÓN;MAESTRÍA;MAESTRÍA EN MÉTODOS ALTERNOS DE SOLUCIÓN DE CONFLICTOS;1;2;3;0;0;0;13;12;25;17;21;38
NUEVO LEÓN;MAESTRÍA;MAESTRÍA EN MÉTODOS ALTERNOS DE SOLUCIÓN DE CONTROVERSIAS;4;3;7;4;3;7;0;0;0;0;0;0
NUEVO LEÓN;MAESTRÍA;MAESTRÍA EN MÉTODOS ALTERNOS PARA LA SOLUCIÓN DE CONFLICTOS;24;19;43;5;6;11;5;2;7;5;2;7
NUEVO LEÓN;MAESTRÍA;MAESTRÍA EN MÉTODOS ALTERNOS PARA LA SOLUCIÓN DE CONTROVERSIAS;0;1;1;0;0;0;0;0;0;0;0;0
NUEVO LEÓN;MAESTRÍA;MAESTRÍA EN NANOTECNOLOGÍA;14;24;38;5;7;12;1;6;7;0;4;4
NUEVO LEÓN;MAESTRÍA;MAESTRÍA EN NEGOCIOS;0;1;1;0;1;1;0;0;0;0;0;0
NUEVO LEÓN;MAESTRÍA;MAESTRÍA EN NEGOCIOS CON ACENTUACIÓN EN ESTRATEGIA;119;149;268;103;128;231;6;16;22;6;16;22
NUEVO LEÓN;MAESTRÍA;MAESTRÍA EN NEGOCIOS INTERNACIONALES;2;7;9;0;0;0;2;3;5;3;3;6
NUEVO LEÓN;MAESTRÍA;MAESTRÍA EN NUEVAS TECNOLOGÍAS APLICADAS A LA EDUCACIÓN;76;61;137;39;31;70;12;6;18;12;6;18
NUEVO LEÓN;MAESTRÍA;MAESTRÍA EN NUTRICIÓN;7;3;10;7;3;10;0;1;1;0;0;0
NUEVO LEÓN;MAESTRÍA;MAESTRÍA EN ODONTOLOGÍA AVANZADA;8;13;21;4;5;9;3;7;10;3;7;10
NUEVO LEÓN;MAESTRÍA;MAESTRÍA EN ODONTOLOGÍA LASER;4;6;10;3;4;7;3;5;8;3;5;8
NUEVO LEÓN;MAESTRÍA;MAESTRÍA EN ORTODONCIA;14;7;21;9;4;13;6;6;12;6;6;12
NUEVO LEÓN;MAESTRÍA;MAESTRIA EN PAISAJE ARQUITECTONICO;1;5;6;0;0;0;1;0;1;0;0;0
NUEVO LEÓN;MAESTRÍA;MAESTRÍA EN PERIODISMO Y COMUNICACIÓN DIGITAL;10;7;17;8;6;14;1;2;3;1;2;3
NUEVO LEÓN;MAESTRÍA;MAESTRÍA EN PLANEACIÓN Y DESARROLLO EDUCATIVO;0;1;1;0;0;0;0;0;0;0;0;0
NUEVO LEÓN;MAESTRÍA;MAESTRIA EN POLITICAS PUBLICAS, CAMPAÑAS Y ELECCIONES;19;42;61;9;22;31;9;22;31;9;22;31
NUEVO LEÓN;MAESTRÍA;MAESTRÍA EN PREVENCIÓN DE RIESGOS LABORALES;3;5;8;0;0;0;0;0;0;0;0;0
NUEVO LEÓN;MAESTRÍA;MAESTRIA EN PRODUCCION Y DESARROLLO DE VIDEOJUEGOS;0;1;1;0;1;1;0;1;1;0;0;0
NUEVO LEÓN;MAESTRÍA;MAESTRÍA EN PROSTODONCIA;10;3;13;5;0;5;4;1;5;4;1;5
NUEVO LEÓN;MAESTRÍA;MAESTRÍA EN PSICOANÁLISIS;2;1;3;0;0;0;0;0;0;0;0;0
NUEVO LEÓN;MAESTRÍA;MAESTRÍA EN PSICOLOGÍA;1;4;5;1;2;3;3;1;4;0;0;0
NUEVO LEÓN;MAESTRÍA;MAESTRÍA EN PSICOLOGÍA CON ORIENTACIÓN (CLÍNICA PSICOANALÍTICA, PSICOLOGÍA LABORAL Y ORGANIZACIONAL O TERAPIA BREVE O VIOLENCIA DE GÉNERO);71;38;109;19;9;28;26;21;47;3;3;6
NUEVO LEÓN;MAESTRÍA;MAESTRÍA EN PSICOLOGÍA DE LA SALUD;23;6;29;4;0;4;0;0;0;0;0;0
NUEVO LEÓN;MAESTRÍA;MAESTRÍA EN PSICOLOGÍA DEL DEPORTE;18;15;33;5;4;9;6;1;7;6;1;7
NUEVO LEÓN;MAESTRÍA;MAESTRÍA EN PSICOLOGÍA EDUCATIVA;234;33;267;126;19;145;37;4;41;1;0;1
NUEVO LEÓN;MAESTRÍA;MAESTRÍA EN PSICOPEDAGOGÍA;105;26;131;63;10;73;33;32;65;5;2;7
NUEVO LEÓN;MAESTRÍA;MAESTRIA EN PSICOPEDAGOGIA Y CAPACITACION;3;4;7;0;0;0;0;0;0;0;0;0
NUEVO LEÓN;MAESTRÍA;MAESTRÍA EN PSICOTERAPIA;8;1;9;2;0;2;5;1;6;0;0;0
NUEVO LEÓN;MAESTRÍA;MAESTRÍA EN PSICOTERAPIA BREVE SISTÉMICA;69;15;84;23;6;29;25;7;32;16;6;22
NUEVO LEÓN;MAESTRÍA;MAESTRÍA EN PSICOTERAPIA DE GRUPO GESTALT;1;0;1;1;0;1;0;0;0;0;0;0
NUEVO LEÓN;MAESTRÍA;MAESTRÍA EN PSICOTERAPIA DE NIÑOS Y ADOLESCENTES;4;1;5;2;1;3;0;0;0;0;0;0
NUEVO LEÓN;MAESTRÍA;MAESTRÍA EN PSICOTERAPIA DE PAREJA Y FAMILIAR;3;1;4;0;0;0;6;2;8;4;3;7
NUEVO LEÓN;MAESTRÍA;MAESTRÍA EN PSICOTERAPIA GESTALT CON ENFOQUE INTEGRAL;21;3;24;10;0;10;11;1;12;0;0;0
NUEVO LEÓN;MAESTRÍA;MAESTRÍA EN PSICOTERAPIA GESTALT INFANTIL;17;0;17;0;0;0;7;1;8;0;0;0
NUEVO LEÓN;MAESTRÍA;MAESTRÍA EN PSICOTERAPIA INFANTIL Y DEL ADOLESCENTE;9;1;10;9;1;10;6;3;9;0;0;0
NUEVO LEÓN;MAESTRÍA;MAESTRÍA EN PSICOTERAPIA PSICOANALÍTICA;14;2;16;6;2;8;3;1;4;3;1;4
NUEVO LEÓN;MAESTRÍA;MAESTRÍA EN PSICOTERAPIA PSICOANALÍTICA DE ADULTOS;9;2;11;2;0;2;1;2;3;1;2;3
NUEVO LEÓN;MAESTRÍA;MAESTRÍA EN PSICOTERAPIA PSICOANALÍTICA DE NIÑOS Y ADOLESCENTES;3;0;3;3;0;3;0;0;0;0;0;0
NUEVO LEÓN;MAESTRÍA;MAESTRÍA EN PUBLICIDAD Y MARKETING;4;1;5;0;0;0;1;1;2;1;1;2
NUEVO LEÓN;MAESTRÍA;MAESTRÍA EN RECURSOS HUMANOS;3;1;4;2;1;3;2;0;2;2;0;2
NUEVO LEÓN;MAESTRÍA;MAESTRÍA EN REDES Y SEGURIDAD  ;1;0;1;1;0;1;0;0;0;0;0;0
NUEVO LEÓN;MAESTRÍA;MAESTRÍA EN REGULACIÓN CON ORIENTACIÓN EN ENERGÍA  ;3;3;6;2;0;2;0;0;0;0;0;0
NUEVO LEÓN;MAESTRÍA;MAESTRÍA EN REGULACIÓN CON ORIENTACIÓN EN MEJORA REGULATORIA  ;3;0;3;1;0;1;0;0;0;0;0;0
NUEVO LEÓN;MAESTRÍA;MAESTRÍA EN RELACIONES FAMILIARES;18;13;31;5;0;5;0;1;1;0;1;1
NUEVO LEÓN;MAESTRÍA;MAESTRÍA EN RELACIONES FAMILIARES CON ACENTUACIÓN EN EDUCACIÓN FAMILIAR;1;3;4;0;0;0;1;4;5;1;4;5
NUEVO LEÓN;MAESTRÍA;MAESTRÍA EN RELACIONES FAMILIARES CON ACENTUACIÓN EN INTERVENCIÓN EN CRISIS;1;1;2;0;0;0;0;1;1;0;1;1
NUEVO LEÓN;MAESTRÍA;MAESTRÍA EN RELACIONES FAMILIARES CON ACENTUACIÓN EN TERAPIA FAMILIAR;2;1;3;0;0;0;2;0;2;2;0;2
NUEVO LEÓN;MAESTRÍA;MAESTRÍA EN RELACIONES INTERNACIONALES;42;25;67;8;9;17;13;13;26;25;14;39
NUEVO LEÓN;MAESTRÍA;MAESTRÍA EN RESPONSABILIDAD SOCIAL CORPORATIVA;16;6;22;3;4;7;0;0;0;0;0;0
NUEVO LEÓN;MAESTRÍA;MAESTRIA EN RESTAURACION ECOLOGICA;3;1;4;1;1;2;1;0;1;1;0;1
NUEVO LEÓN;MAESTRÍA;MAESTRÍA EN SALUD MENTAL COMUNITARIA;1;2;3;0;2;2;2;0;2;0;0;0
NUEVO LEÓN;MAESTRÍA;MAESTRÍA EN SALUD PÚBLICA CON ACENTUACIÓN EN ADMINISTRACIÓN EN SALUD;1;0;1;0;0;0;1;0;1;1;0;1
NUEVO LEÓN;MAESTRÍA;MAESTRÍA EN SALUD PÚBLICA CON ACENTUACIÓN EN MEDICINA PREVENTIVA;7;6;13;2;3;5;0;0;0;0;0;0
NUEVO LEÓN;MAESTRÍA;MAESTRÍA EN SEGURIDAD DE LA INFORMACIÓN;4;27;31;1;4;5;0;3;3;0;3;3
NUEVO LEÓN;MAESTRÍA;MAESTRÍA EN SEGURIDAD INDUSTRIAL Y PROTECCIÓN AMBIENTAL;126;142;268;24;25;49;33;41;74;0;0;0
NUEVO LEÓN;MAESTRÍA;MAESTRÍA EN SISTEMA ACUSATORIO Y JUICIOS ORALES ;1;5;6;0;0;0;0;0;0;0;0;0
NUEVO LEÓN;MAESTRÍA;MAESTRÍA EN SISTEMAS DE MANUFACTURAS;14;41;55;4;10;14;7;22;29;5;20;25
NUEVO LEÓN;MAESTRÍA;MAESTRÍA EN TÉCNICAS DIDÁCTICAS;30;21;51;12;6;18;13;2;15;0;0;0
NUEVO LEÓN;MAESTRÍA;MAESTRÍA EN TECNOLOGÍA DE LA INFORMACIÓN;0;23;23;0;23;23;0;0;0;0;0;0
NUEVO LEÓN;MAESTRÍA;MAESTRIA EN TECNOLOGIA DE LA INFORMACION EDUCATIVA;0;2;2;0;1;1;0;0;0;0;0;0
NUEVO LEÓN;MAESTRÍA;MAESTRÍA EN TECNOLOGÍA EDUCATIVA;4;1;5;0;1;1;6;4;10;5;6;11
NUEVO LEÓN;MAESTRÍA;MAESTRÍA EN TELEINFORMÁTICA;0;0;0;0;0;0;17;43;60;0;0;0
NUEVO LEÓN;MAESTRÍA;MAESTRÍA EN TEOLOGÍA CON ACENTUACIÓN EN PREDICACIÓN EXPOSITIVA;1;32;33;0;19;19;0;0;0;0;0;0
NUEVO LEÓN;MAESTRÍA;MAESTRÍA EN TEOLOGÍA PASTORAL Y TECNOLOGÍAS DE LA INFORMACIÓN Y COMUNICACIÓN;24;22;46;18;12;30;8;2;10;0;0;0
NUEVO LEÓN;MAESTRÍA;MAESTRÍA EN TERAPIA FAMILIAR CON ENFOQUE BREVE;51;17;68;39;6;45;8;3;11;5;2;7
NUEVO LEÓN;MAESTRÍA;MAESTRÍA EN TERAPIA FAMILIAR Y DE PAREJA;7;2;9;3;1;4;4;0;4;4;0;4
NUEVO LEÓN;MAESTRÍA;MAESTRÍA EN TRABAJO SOCIAL CON ORIENTACIÓN EN PROYECTOS SOCIALES;0;0;0;0;0;0;2;3;5;2;3;5
NUEVO LEÓN;MAESTRÍA;MAESTRÍA EN TRABAJO SOCIAL JURÍDICO   ;23;2;25;13;2;15;0;0;0;0;0;0
NUEVO LEÓN;MAESTRÍA;MAESTRIA EN TRASTORNO DEL ESPECTRO AUTISTA;13;0;13;0;0;0;0;0;0;0;0;0
NUEVO LEÓN;MAESTRÍA;MAESTRÍA EN URBANISMO;1;2;3;0;0;0;1;2;3;0;0;0
NUEVO LEÓN;MAESTRÍA;MAESTRÍA EN VALUACIÓN;34;40;74;6;11;17;12;17;29;19;25;44
NUEVO LEÓN;MAESTRÍA;MAESTRÍA EN VALUACIÓN DE INTANGIBLES;8;12;20;0;3;3;0;3;3;0;3;3
NUEVO LEÓN;MAESTRÍA;MAESTRIA EN VALUACION DE TANGIBLES-;5;9;14;1;0;1;3;15;18;3;15;18
NUEVO LEÓN;MAESTRÍA;MAESTRÍA EN VALUACIÓN INMOBILIARIA;0;0;0;0;0;0;0;0;0;0;2;2
NUEVO LEÓN;MAESTRÍA;MAESTRÍA HUMANISTA CON ORIENTACIÓN GESTALT   ;15;5;20;2;0;2;0;0;0;0;0;0
NUEVO LEÓN;DOCTORADO;DOCTORADO EN ADMINISTRACIÓN CON ACENTUACIÓN EN INSTITUCIONES EDUCATIVAS;2;7;9;2;4;6;0;0;0;0;0;0
NUEVO LEÓN;DOCTORADO;DOCTORADO EN ADMINISTRACIÓN DE NEGOCIOS;9;24;33;1;2;3;4;12;16;4;12;16
NUEVO LEÓN;DOCTORADO;DOCTORADO EN ADMINISTRACION DEL TALENTO HUMANO;0;2;2;0;1;1;0;0;0;0;0;0
NUEVO LEÓN;DOCTORADO;DOCTORADO EN ADMINISTRACIÓN ESTRATÉGICA;24;39;63;3;5;8;5;11;16;5;11;16
NUEVO LEÓN;DOCTORADO;DOCTORADO EN ADMINISTRACIÓN ESTRATÉGICA INTERNACIONAL;1;3;4;0;1;1;0;1;1;0;1;1
NUEVO LEÓN;DOCTORADO;DOCTORADO EN ADMINISTRACIÓN POR VALORES;1;7;8;0;0;0;0;0;0;0;2;2
NUEVO LEÓN;DOCTORADO;DOCTORADO EN ADMINISTRACIÓN PÚBLICA;1;11;12;0;0;0;0;0;0;0;0;0
NUEVO LEÓN;DOCTORADO;DOCTORADO EN ADMINISTRACIÓN Y LIDERAZGO EDUCATIVO;7;6;13;0;0;0;2;2;4;0;1;1
NUEVO LEÓN;DOCTORADO;DOCTORADO EN ARTES Y HUMANIDADES;8;7;15;1;1;2;0;1;1;1;0;1
NUEVO LEÓN;DOCTORADO;DOCTORADO EN BIOÉTICA;21;20;41;4;3;7;3;1;4;0;0;0
NUEVO LEÓN;DOCTORADO;DOCTORADO EN BIOTECNOLOGÍA;25;36;61;7;8;15;2;8;10;2;7;9
NUEVO LEÓN;DOCTORADO;DOCTORADO EN CALIDAD Y PROCESOS DE INNOVACIÓN EDUCATIVA;26;40;66;1;3;4;10;8;18;6;6;12
NUEVO LEÓN;DOCTORADO;DOCTORADO EN CIENCIA ANIMAL;0;3;3;0;0;0;0;2;2;1;1;2
NUEVO LEÓN;DOCTORADO;DOCTORADO EN CIENCIA FILOSÓFICAS;0;1;1;0;0;0;0;0;0;0;0;0
NUEVO LEÓN;DOCTORADO;DOCTORADO EN CIENCIAS AGRÍCOLAS;3;6;9;0;1;1;3;5;8;2;4;6
NUEVO LEÓN;DOCTORADO;DOCTORADO EN CIENCIAS BIOMÉDICAS;6;3;9;4;2;6;0;0;0;0;0;0
NUEVO LEÓN;DOCTORADO;DOCTORADO EN CIENCIAS CLÍNICAS;16;17;33;3;4;7;1;9;10;0;8;8
NUEVO LEÓN;DOCTORADO;DOCTORADO EN CIENCIAS COMPUTACIONALES;3;6;9;1;1;2;0;0;0;0;0;0
NUEVO LEÓN;DOCTORADO;DOCTORADO EN CIENCIAS CON ACENTUACIÓN (ALIMENTOS, ENTOMOLOGÍA MÉDICA, MANEJO Y ADMINISTRACIÓN DE RECURSOS VEGETALES, MANEJO DE VIDA SILVESTRE Y DESARROLLO SUSTENTABLE, NUTRICIÓN Y TECNOLOGÍA DE ALIMENTOS PARA ORGANISMOS ACUÁTICOS, QUÍMICA DE PRODUCTOS NAT;11;9;20;0;0;0;9;10;19;6;5;11
NUEVO LEÓN;DOCTORADO;DOCTORADO EN CIENCIAS CON ACENTUACION EN INVESTIGACION EDUCATIVA;25;14;39;7;4;11;0;0;0;0;0;0
NUEVO LEÓN;DOCTORADO;DOCTORADO EN CIENCIAS CON ESPECIALIDAD EN BIOTECNOLOGÍA;0;0;0;0;0;0;1;0;1;0;0;0
NUEVO LEÓN;DOCTORADO;DOCTORADO EN CIENCIAS CON ESPECIALIDAD EN MICROBIOLOGÍA;0;0;0;0;0;0;0;0;0;2;0;2
NUEVO LEÓN;DOCTORADO;DOCTORADO EN CIENCIAS CON ORIENTACIÓN EN BIOLOGÍA MOLECULAR E INGENIERÍA GENÉTICA;16;17;33;9;3;12;7;3;10;7;3;10
