ENTIDAD FEDERATIVA;PROGRAMA DE ESTUDIOS;Lugares Ofertados;Solicitudes de Primer Ingreso Hombres;Solicitudes de Primer Ingreso Mujeres;Solicitudes de Primer Ingreso;Primer Ingreso Hombres;Primer Ingreso Mujeres;Primer Ingreso Total;Matrícula Hombres;Matrícula Mujeres;Matrícula Total;Egresados Hombres;Egresados Mujeres;Egresados Total
GUANAJUATO;LICENCIATURA EN EDUCACIÓN ESPECIAL;387;22;151;173;9;70;79;45;274;319;13;62;75
GUANAJUATO;LICENCIATURA EN EDUCACIÓN FÍSICA;396;319;104;423;132;30;162;458;110;568;142;28;170
GUANAJUATO;LICENCIATURA EN EDUCACIÓN MUSICAL ESCOLAR;0;0;2;2;0;2;2;0;2;2;0;0;0
GUANAJUATO;LICENCIATURA EN EDUCACIÓN PREESCOLAR;1237;17;1227;1244;9;571;580;22;2118;2140;2;598;600
GUANAJUATO;LICENCIATURA EN EDUCACIÓN PRIMARIA;1483;521;996;1517;207;349;556;658;1256;1914;177;345;522
GUANAJUATO;LICENCIATURA EN EDUCACIÓN SECUNDARIA CON ESPECIALIDAD BIOLOGÍA, FÍSICA O QUÍMICA;0;0;0;0;0;0;0;0;0;0;5;6;11
GUANAJUATO;LICENCIATURA EN EDUCACIÓN SECUNDARIA CON ESPECIALIDAD EN BIOLOGÍA;20;0;0;0;0;0;0;10;21;31;3;6;9
GUANAJUATO;LICENCIATURA EN EDUCACIÓN SECUNDARIA CON ESPECIALIDAD EN ESPAÑOL;125;48;48;96;20;28;48;113;191;304;26;51;77
GUANAJUATO;LICENCIATURA EN EDUCACIÓN SECUNDARIA CON ESPECIALIDAD EN FORMACIÓN CÍVICA Y ÉTICA;0;0;0;0;0;0;0;0;0;0;6;8;14
GUANAJUATO;LICENCIATURA EN EDUCACIÓN SECUNDARIA CON ESPECIALIDAD EN HISTORIA;40;2;2;4;1;0;1;11;17;28;1;4;5
GUANAJUATO;LICENCIATURA EN EDUCACIÓN SECUNDARIA CON ESPECIALIDAD EN INGLÉS;50;14;16;30;15;17;32;46;56;102;4;7;11
GUANAJUATO;LICENCIATURA EN EDUCACIÓN SECUNDARIA CON ESPECIALIDAD EN MATEMÁTICAS;127;50;43;93;44;43;87;133;136;269;32;27;59
GUANAJUATO;LICENCIATURA EN EDUCACIÓN SECUNDARIA CON ESPECIALIDAD EN QUÍMICA;20;0;2;2;0;1;1;8;10;18;6;5;11
GUANAJUATO;LICENCIATURA EN EDUCACIÓN SECUNDARIA CON ESPECIALIDAD EN TELESECUNDARIA;0;0;0;0;29;40;69;112;167;279;20;46;66
GUANAJUATO;LICENCIATURA EN ENFERMERÍA;628;254;1015;1269;90;316;406;343;1289;1632;51;302;353
GUANAJUATO;LICENCIATURA EN ENFERMERÍA Y OBSTETRICIA;110;34;177;211;12;66;78;77;363;440;12;94;106
GUANAJUATO;LICENCIATURA EN ENSEÑANZA DEL ESPAÑOL COMO SEGUNDA LENGUA;30;5;22;27;7;14;21;15;48;63;0;0;0
GUANAJUATO;LICENCIATURA EN ENSEÑANZA DEL INGLÉS;60;62;64;126;34;28;62;86;84;170;7;9;16
GUANAJUATO;LICENCIATURA EN ESTOMATOLOGÍA;30;6;7;13;2;4;6;15;26;41;0;0;0
GUANAJUATO;LICENCIATURA EN FILOLOGÍA Y LITERATURA;20;2;1;3;2;1;3;4;3;7;0;2;2
GUANAJUATO;LICENCIATURA EN FILOSOFÍA;189;126;28;154;114;23;137;229;65;294;38;24;62
GUANAJUATO;LICENCIATURA EN FINANZAS;0;12;3;15;7;7;14;24;21;45;4;5;9
GUANAJUATO;LICENCIATURA EN FÍSICA;40;30;13;43;17;5;22;64;23;87;6;5;11
GUANAJUATO;LICENCIATURA EN GASTRONOMÍA;532;204;273;477;143;134;277;442;492;934;50;77;127
GUANAJUATO;LICENCIATURA EN GESTIÓN EMPRESARIAL;125;25;14;39;19;39;58;164;252;416;0;0;0
GUANAJUATO;LICENCIATURA EN GESTIÓN Y DESARROLLO TURÍSTICO;49;26;23;49;0;0;0;51;150;201;0;0;0
GUANAJUATO;LICENCIATURA EN GUITARRA;0;0;0;0;0;0;0;1;0;1;1;0;1
GUANAJUATO;LICENCIATURA EN HISTORIA;62;29;19;48;17;15;32;79;55;134;10;10;20
GUANAJUATO;LICENCIATURA EN HOTELERÍA Y SISTEMAS TURÍSTICOS;25;3;11;14;1;9;10;7;39;46;3;4;7
GUANAJUATO;LICENCIATURA EN INDUSTRIAS ALIMENTARIAS;99;39;60;99;39;60;99;94;137;231;0;0;0
GUANAJUATO;LICENCIATURA EN INFORMÁTICA;48;6;0;6;6;0;6;444;369;813;59;72;131
GUANAJUATO;LICENCIATURA EN INFORMÁTICA ADMINISTRATIVA;327;94;55;149;41;29;70;205;133;338;63;37;100
GUANAJUATO;LICENCIATURA EN INGENIERA ARQUITECTO;50;35;15;50;19;1;20;45;3;48;12;2;14
GUANAJUATO;LICENCIATURA EN INGENIERÍA AMBIENTAL;40;27;57;84;10;17;27;39;53;92;0;0;0
GUANAJUATO;LICENCIATURA EN INGENIERÍA BIOMÉDICA;30;42;48;90;10;9;19;10;9;19;0;0;0
GUANAJUATO;LICENCIATURA EN INGENIERÍA BIONANOTENOLOGÍA;31;19;12;31;12;8;20;12;8;20;0;0;0
GUANAJUATO;LICENCIATURA EN INGENIERÍA CIVIL;84;296;58;354;155;37;192;514;105;619;57;5;62
GUANAJUATO;LICENCIATURA EN INGENIERÍA DE LA CONSTRUCCIÓN;0;0;0;0;0;0;0;11;0;11;4;0;4
GUANAJUATO;LICENCIATURA EN INGENIERÍA DE NEGOCIOS Y SISTEMAS;32;24;8;32;19;7;26;43;14;57;0;0;0
GUANAJUATO;LICENCIATURA EN INGENIERÍA DE SOFTWARE Y SISTEMAS COMPUTACIONALES;50;30;5;35;22;4;26;89;13;102;0;0;0
GUANAJUATO;LICENCIATURA EN INGENIERÍA ELECTROMECÁNICA;75;75;3;78;59;0;59;99;3;102;0;0;0
GUANAJUATO;LICENCIATURA EN INGENIERÍA ELECTRÓNICA;0;8;7;15;6;2;8;16;9;25;0;0;0
GUANAJUATO;LICENCIATURA EN INGENIERÍA ELECTRÓNICA Y COMUNICACIONES;0;0;0;0;0;0;0;10;0;10;1;1;2
GUANAJUATO;LICENCIATURA EN INGENIERÍA ELECTRÓNICA Y TELECOMUNICACIONES;50;24;3;27;16;0;16;55;5;60;10;0;10
GUANAJUATO;LICENCIATURA EN INGENIERÍA EN COMPUTACIÓN Y SISTEMAS;0;0;0;0;0;0;0;0;0;0;23;3;26
GUANAJUATO;LICENCIATURA EN INGENIERÍA EN DISEÑO INDUSTRIAL;20;15;4;19;11;2;13;18;7;25;0;0;0
GUANAJUATO;LICENCIATURA EN INGENIERÍA EN SISTEMAS COMPUTACIONALES;121;58;30;88;32;14;46;113;43;156;31;16;47
GUANAJUATO;LICENCIATURA EN INGENIERÍA EN SISTEMAS COMPUTACIONALES Y TELEMÁTICA;440;266;174;440;266;174;440;518;391;909;0;0;0
GUANAJUATO;LICENCIATURA EN INGENIERÍA EN SISTEMAS Y DESARROLLO DE SOFTWARE;27;16;4;20;14;1;15;17;4;21;0;0;0
GUANAJUATO;LICENCIATURA EN INGENIERÍA EN SISTEMAS Y TECNOLOGÍAS DE INFORMACIÓN;20;6;0;6;3;0;3;3;0;3;0;0;0
GUANAJUATO;LICENCIATURA EN INGENIERÍA EN TECNOLOGÍAS DE LA INFORMACIÓN;100;5;1;6;0;0;0;33;11;44;6;0;6
GUANAJUATO;LICENCIATURA EN INGENIERÍA HIDROLÓGICA;74;47;27;74;47;27;74;67;35;102;0;0;0
GUANAJUATO;LICENCIATURA EN INGENIERÍA INDUSTRIAL;831;523;222;745;515;216;731;1210;540;1750;99;46;145
GUANAJUATO;LICENCIATURA EN INGENIERÍA INDUSTRIAL ADMINISTRATIVA;341;310;90;400;266;69;335;730;223;953;137;55;192
GUANAJUATO;LICENCIATURA EN INGENIERÍA INDUSTRIAL CON ESPECIALIDAD EN AGROINDUSTRIA;0;0;0;0;0;0;0;0;0;0;2;5;7
GUANAJUATO;LICENCIATURA EN INGENIERÍA INDUSTRIAL CON ESPECIALIDAD EN PRODUCCIÓN;0;0;0;0;0;0;0;0;0;0;23;6;29
GUANAJUATO;LICENCIATURA EN INGENIERÍA INDUSTRIAL CON ESPECIALIDAD EN TEXTIL;0;0;0;0;0;0;0;0;0;0;0;4;4
GUANAJUATO;LICENCIATURA EN INGENIERÍA INDUSTRIAL Y DE SISTEMAS;10;8;2;10;8;2;10;31;6;37;13;6;19
GUANAJUATO;LICENCIATURA EN INGENIERÍA MECÁNICA;20;14;3;17;7;3;10;33;5;38;8;3;11
GUANAJUATO;LICENCIATURA EN INGENIERÍA MECÁNICA Y ELÉCTRICA;14;13;1;14;9;0;9;49;2;51;12;0;12
GUANAJUATO;LICENCIATURA EN INGENIERÍA MECATRÓNICA;24;63;4;67;53;4;57;161;22;183;17;1;18
GUANAJUATO;LICENCIATURA EN INGENIERÍA QUÍMICA;25;10;10;20;7;7;14;24;21;45;2;4;6
GUANAJUATO;LICENCIATURA EN INGENIERÍA QUÍMICA SUSTENTABLE;30;59;66;125;11;5;16;30;21;51;0;0;0
GUANAJUATO;LICENCIATURA EN INGENIERO ARQUITECTO;13;8;5;13;8;5;13;49;14;63;7;0;7
GUANAJUATO;LICENCIATURA EN INGENIERO AUTOMOTRIZ ADMINISTRADOR;20;9;0;9;9;0;9;21;0;21;0;0;0
GUANAJUATO;LICENCIATURA EN INGENIERO EN DISEÑO INDUSTRIAL;20;8;8;16;4;3;7;6;3;9;0;0;0
GUANAJUATO;LICENCIATURA EN INNOVACIÓN AGRÍCOLA SUSTENTABLE;43;27;16;43;27;16;43;73;30;103;0;0;0
GUANAJUATO;LICENCIATURA EN INSTRUMENTISTA MUSICAL;15;9;3;12;5;0;5;31;12;43;1;1;2
GUANAJUATO;LICENCIATURA EN INTERVENCIÓN EDUCATIVA;100;10;116;126;9;82;91;25;240;265;6;36;42
GUANAJUATO;LICENCIATURA EN LENGUAS MODERNAS;0;0;0;0;0;0;0;24;74;98;2;22;24
GUANAJUATO;LICENCIATURA EN LENGUAS MODERNAS E INTERCULTURALIDAD;55;20;41;61;11;32;43;11;32;43;0;0;0
GUANAJUATO;LICENCIATURA EN LETRAS ESPAÑOLAS;30;13;35;48;7;17;24;35;64;99;4;10;14
GUANAJUATO;LICENCIATURA EN LOGÍSTICA;240;25;25;50;5;10;15;15;18;33;3;2;5
GUANAJUATO;LICENCIATURA EN LOGÍSTICA DE EVENTOS Y SERVICIOS;25;3;22;25;0;19;19;7;53;60;0;0;0
GUANAJUATO;LICENCIATURA EN LOGÍSTICA INTEGRAL Y DE NEGOCIOS;25;3;2;5;0;1;1;7;8;15;0;0;0
GUANAJUATO;LICENCIATURA EN LOGÍSTICA INTERNACIONAL Y ADUANAS;50;15;10;25;5;3;8;8;6;14;0;0;0
GUANAJUATO;LICENCIATURA EN MATEMÁTICAS;30;49;23;72;20;5;25;71;27;98;13;1;14
GUANAJUATO;LICENCIATURA EN MEDICINA VETERINARIA Y ZOOTECNIA;65;95;84;179;29;33;62;100;100;200;0;0;0
GUANAJUATO;LICENCIATURA EN MÉDICO CIRUJANO;80;79;91;170;37;39;76;289;292;581;35;29;64
GUANAJUATO;LICENCIATURA EN MERCADOTECNIA;1008;345;519;864;269;328;597;885;1365;2250;192;301;493
GUANAJUATO;LICENCIATURA EN MERCADOTECNIA INTERNACIONAL;20;6;3;9;6;3;9;8;5;13;0;0;0
GUANAJUATO;LICENCIATURA EN MERCADOTECNIA Y COMERCIO INTERNACIONAL;30;0;0;0;0;0;0;3;12;15;0;0;0
GUANAJUATO;LICENCIATURA EN MERCADOTECNIA Y COMUNICACIÓN;20;5;12;17;4;6;10;14;18;32;0;0;0
GUANAJUATO;LICENCIATURA EN MERCADOTECNIA Y NEGOCIOS INTERNACIONALES;50;8;12;20;7;6;13;11;13;24;2;6;8
GUANAJUATO;LICENCIATURA EN MERCADOTECNIA Y PUBLICIDAD;30;7;12;19;2;6;8;13;18;31;5;8;13
GUANAJUATO;LICENCIATURA EN MÚSICA ESCOLAR;10;0;1;1;0;1;1;4;2;6;0;1;1
GUANAJUATO;LICENCIATURA EN NEGOCIOS INTERNACIONALES;423;170;171;341;140;142;282;444;519;963;58;110;168
GUANAJUATO;LICENCIATURA EN NUTRICIÓN;571;156;617;773;56;207;263;152;711;863;15;97;112
GUANAJUATO;LICENCIATURA EN NUTRICIÓN Y CIENCIAS DE LOS ALIMENTOS;59;5;54;59;4;36;40;14;191;205;7;36;43
GUANAJUATO;LICENCIATURA EN ODONTOLOGÍA;200;121;196;317;49;110;159;245;469;714;29;63;92
GUANAJUATO;LICENCIATURA EN PEDAGOGÍA;572;144;332;476;140;325;465;304;810;1114;25;100;125
GUANAJUATO;LICENCIATURA EN PIANO;0;1;1;2;1;1;2;4;4;8;2;1;3
GUANAJUATO;LICENCIATURA EN PSICOLOGÍA;1673;438;1263;1701;208;746;954;632;2514;3146;108;455;563
GUANAJUATO;LICENCIATURA EN PSICOLOGÍA CLÍNICA;135;113;332;445;32;86;118;85;228;313;1;4;5
GUANAJUATO;LICENCIATURA EN PSICOLOGÍA EDUCATIVA;310;81;229;310;54;196;250;126;530;656;8;56;64
GUANAJUATO;LICENCIATURA EN PSICOLOGÍA HUMANISTA;50;7;30;37;2;21;23;2;21;23;0;0;0
GUANAJUATO;LICENCIATURA EN PSICOLOGÍA ORGANIZACIONAL;393;81;255;336;61;209;270;222;726;948;66;217;283
GUANAJUATO;LICENCIATURA EN PSICOLOGÍA SOCIAL;128;52;76;128;52;76;128;93;156;249;2;3;5
GUANAJUATO;LICENCIATURA EN RELACIONES INDUSTRIALES;130;115;165;280;54;56;110;282;436;718;44;86;130
GUANAJUATO;LICENCIATURA EN RELACIONES INTERNACIONALES;67;16;27;43;12;18;30;20;44;64;7;4;11
GUANAJUATO;LICENCIATURA EN SEGURIDAD PÚBLICA;40;32;26;58;17;21;38;43;41;84;5;4;9
GUANAJUATO;LICENCIATURA EN SISTEMAS COMPUTACIONALES;2;2;0;2;2;0;2;43;16;59;1;3;4
GUANAJUATO;LICENCIATURA EN SISTEMAS DE COMPUTACIÓN ADMINISTRATIVA;0;0;0;0;0;0;0;3;4;7;3;5;8
GUANAJUATO;LICENCIATURA EN SISTEMAS DE INFORMACIÓN ADMINISTRATIVA;65;43;30;73;9;7;16;126;54;180;17;11;28
GUANAJUATO;LICENCIATURA EN SOCIOLOGÍA;30;9;9;18;6;6;12;27;36;63;5;11;16
GUANAJUATO;LICENCIATURA EN SOCIOLOGÍA DE LA EDUCACIÓN;30;8;16;24;8;16;24;34;61;95;5;7;12
GUANAJUATO;LICENCIATURA EN SOCIOLOGÍA POLÍTICA;20;1;0;1;1;0;1;2;3;5;0;0;0
GUANAJUATO;LICENCIATURA EN TECNOLOGÍAS DE LA INFORMACIÓN;50;5;1;6;0;0;0;22;7;29;3;0;3
GUANAJUATO;LICENCIATURA EN TRABAJO SOCIAL;110;9;151;160;4;96;100;20;315;335;1;42;43
GUANAJUATO;LICENCIATURA EN TURISMO;50;10;12;22;6;9;15;16;26;42;0;0;0
GUANAJUATO;LICENCIATURA EN TURISMO DE NEGOCIOS;0;29;72;101;28;68;96;77;232;309;33;57;90
GUANAJUATO;LICENCIATURA FINANCIERA Y FISCAL;0;0;0;0;0;0;0;17;28;45;0;0;0
GUANAJUATO;LICENCIATURA INSTRUMENTISTA;0;5;2;7;5;2;7;15;4;19;0;0;0
GUANAJUATO;MÉDICO CIRUJANO;100;854;1158;2012;114;123;237;443;442;885;49;42;91
GUANAJUATO;MÉDICO CIRUJANO DENTISTA;35;18;17;35;7;11;18;31;44;75;8;0;8
GUANAJUATO;MÉDICO CIRUJANO Y PARTERO;60;43;69;112;21;35;56;92;108;200;0;0;0
GUANAJUATO;MÉDICO VETERINARIO ZOOTECNISTA;100;59;67;126;42;58;100;156;194;350;30;17;47
GUANAJUATO;QUÍMICO;40;26;22;48;9;7;16;89;98;187;12;13;25
GUANAJUATO;QUÍMICO FARMACÉUTICO BIÓLOGO;50;144;206;350;18;25;43;152;231;383;23;33;56
GUANAJUATO;TRONCO COMÚN EN CIENCIAS ADMINISTRATIVAS;10;1;4;5;1;0;1;4;3;7;0;0;0
GUANAJUATO;TRONCO COMÚN EN INGENIERÍA;10;10;0;10;1;0;1;8;0;8;0;0;0
GUERRERO;TOTAL;30258;11577;14169;25746;8247;9608;17855;28787;34668;63455;3409;4967;8376
GUERRERO;ARQUITECTO URBANISTA;350;173;87;260;124;65;189;524;300;824;98;41;139
GUERRERO;ARQUITECTURA;290;238;87;325;132;47;179;667;279;946;70;31;101
GUERRERO;BIÓLOGO;110;54;56;110;43;43;86;149;210;359;17;39;56
GUERRERO;CIRUJANO DENTISTA;136;57;79;136;55;73;128;245;407;652;29;52;81
GUERRERO;CONTADOR PÚBLICO;743;280;443;723;239;348;587;427;641;1068;0;0;0
GUERRERO;CONTADURÍA PÚBLICA;32;5;4;9;5;4;9;10;8;18;4;2;6
GUERRERO;DISEÑO GRÁFICO;0;0;0;0;0;0;0;16;24;40;3;4;7
GUERRERO;INGENIERÍA AGRÓNOMO;100;39;32;71;36;23;59;128;77;205;0;0;0
GUERRERO;INGENIERÍA AGRÓNOMO FITOTECNISTA;150;165;62;227;21;7;28;69;36;105;26;10;36
GUERRERO;INGENIERÍA AGRÓNOMO ZOOTECNISTA;150;165;62;227;0;0;0;67;35;102;15;11;26
GUERRERO;INGENIERÍA AMBIENTAL;120;59;62;121;47;47;94;73;84;157;0;0;0
GUERRERO;INGENIERÍA BIOQUÍMICA;116;53;84;137;31;44;75;174;238;412;20;15;35
GUERRERO;INGENIERÍA CIVIL;657;547;85;632;350;64;414;1229;238;1467;37;9;46
GUERRERO;INGENIERÍA CONSTRUCTOR;50;42;8;50;42;8;50;148;21;169;0;0;0
GUERRERO;INGENIERÍA ELECTROMECÁNICA;41;53;1;54;41;0;41;430;17;447;67;2;69
GUERRERO;INGENIERÍA EN ADMINISTRACIÓN;37;17;20;37;17;20;37;28;35;63;0;0;0
GUERRERO;INGENIERÍA EN AGRONOMÍA;37;32;5;37;32;5;37;122;21;143;7;0;7
GUERRERO;INGENIERÍA EN COMPUTACIÓN;292;211;59;270;88;31;119;405;184;589;4;1;5
GUERRERO;INGENIERÍA EN DISEÑO TEXTIL Y MODA;0;0;0;0;0;0;0;3;47;50;0;16;16
GUERRERO;INGENIERÍA EN ECOLOGÍA;0;0;0;0;0;0;0;7;11;18;0;0;0
GUERRERO;INGENIERÍA EN ELECTROMECÁNICA;198;222;9;231;142;6;148;415;14;429;16;2;18
GUERRERO;INGENIERÍA EN ENERGÍA;109;80;29;109;44;13;57;91;34;125;0;0;0
GUERRERO;INGENIERÍA EN GESTIÓN EMPRESARIAL;675;223;343;566;168;280;448;510;762;1272;0;0;0
GUERRERO;INGENIERÍA EN INFORMÁTICA;265;222;104;326;141;92;233;227;146;373;0;0;0
GUERRERO;INGENIERÍA EN MANTENIMIENTO INDUSTRIAL;0;0;0;0;0;0;0;53;2;55;0;0;0
GUERRERO;INGENIERÍA EN METAL MECÁNICA;0;0;0;0;0;0;0;223;5;228;70;2;72
GUERRERO;INGENIERÍA EN SISTEMAS COMPUTACIONALES;670;537;208;745;377;131;508;1653;609;2262;153;77;230
GUERRERO;INGENIERÍA EN SISTEMAS CON LAS ESPECIALIDADES EN: REDES Y TELECOMUNICACIONES Y SISTEMAS DE INFORMACI;50;0;0;0;5;2;7;9;7;16;6;2;8
GUERRERO;INGENIERÍA EN SISTEMAS DE COMPUTACIÓN;15;3;2;5;2;0;2;2;0;2;0;0;0
GUERRERO;INGENIERÍA EN SISTEMAS DE INFORMACIÓN;57;39;18;57;31;11;42;48;19;67;0;0;0
GUERRERO;INGENIERÍA EN TECNOLOGÍA DE LA INFORMACIÓN Y COMUNICACIÓN;0;0;0;0;0;0;0;80;64;144;20;27;47
GUERRERO;INGENIERÍA EN TECNOLOGÍA DE LA INFORMACIÓN Y LA COMUNICACIÓN;150;85;72;157;76;64;140;111;105;216;0;0;0
GUERRERO;INGENIERÍA EN TECNOLOGÍAS DE INFORMACIÓN;0;0;0;0;0;0;0;7;6;13;6;1;7
GUERRERO;INGENIERÍA EN TECNOLOGÍAS DE LA INFORMACIÓN Y COMUNICACIONES;45;26;22;48;23;20;43;23;20;43;0;0;0
GUERRERO;INGENIERÍA EN TECNOLOGÍAS DE LA PRODUCCIÓN;0;0;0;0;0;0;0;26;23;49;12;16;28
GUERRERO;INGENIERÍA EN TELEMÁTICA;109;76;33;109;52;19;71;103;46;149;0;0;0
GUERRERO;INGENIERÍA GEÓLOGO;119;71;48;119;25;14;39;134;78;212;25;10;35
GUERRERO;INGENIERÍA INDUSTRIAL;58;47;13;60;41;12;53;144;39;183;31;12;43
GUERRERO;INGENIERÍA INFORMÁTICA;90;38;35;73;36;32;68;36;32;68;0;0;0
GUERRERO;INGENIERÍA TOPÓGRAFO GEODESTA;50;32;2;34;51;0;51;146;11;157;0;0;0
GUERRERO;LICENCIATURA EN  HISTORIA UNIVERSAL;10;4;4;8;4;4;8;4;4;8;0;0;0
GUERRERO;LICENCIATURA EN ADMINISTRACIÓN;896;284;441;725;246;350;596;862;1412;2274;179;278;457
GUERRERO;LICENCIATURA EN ADMINISTRACIÓN DE COMPUTACIÓN;30;0;0;0;0;0;0;7;5;12;0;0;0
GUERRERO;LICENCIATURA EN ADMINISTRACIÓN DE EMPRESAS;418;175;219;394;141;176;317;493;650;1143;101;129;230
GUERRERO;LICENCIATURA EN ADMINISTRACIÓN DE EMPRESAS TURÍSTICAS;60;9;11;20;9;11;20;14;26;40;1;12;13
GUERRERO;LICENCIATURA EN ADMINISTRACIÓN EN LAS ÁREAS DE ADMINISTRACIÓN DE NEGOCIOS, MERCADOTECNIA, ADMINISTRA;50;0;0;0;6;5;11;12;11;23;1;2;3
GUERRERO;LICENCIATURA EN ADMINISTRACIÓN PENITENCIARIA;50;6;2;8;6;2;8;6;2;8;0;0;0
GUERRERO;LICENCIATURA EN ADMINISTRACIÓN PÚBLICA;8;5;3;8;5;3;8;9;8;17;0;0;0
GUERRERO;LICENCIATURA EN ADMINISTRACIÓN TURÍSTICA;20;4;16;20;3;12;15;22;43;65;0;0;0
GUERRERO;LICENCIATURA EN ADMINISTRACIÓN Y GESTIÓN DE NEGOCIOS;0;0;0;0;0;0;0;27;25;52;7;16;23
GUERRERO;LICENCIATURA EN AGROECOLOGÍA;50;18;13;31;24;12;36;45;38;83;0;0;0
GUERRERO;LICENCIATURA EN ANTROPOLOGÍA SOCIAL;50;12;16;28;8;8;16;26;26;52;0;0;0
GUERRERO;LICENCIATURA EN ARQUITECTURA;163;39;14;53;38;15;53;84;31;115;19;1;20
GUERRERO;LICENCIATURA EN ARQUITECTURA URBANISTA;35;15;8;23;10;2;12;35;7;42;10;4;14
GUERRERO;LICENCIATURA EN ARTES;50;26;19;45;19;14;33;19;14;33;0;0;0
GUERRERO;LICENCIATURA EN BIOLOGÍA;80;31;49;80;31;49;80;85;128;213;10;22;32
GUERRERO;LICENCIATURA EN BIOLOGÍA EXPERIMENTAL;35;11;24;35;22;27;49;47;63;110;0;0;0
GUERRERO;LICENCIATURA EN CIENCIAS AMBIENTALES;100;38;42;80;35;39;74;133;146;279;19;25;44
GUERRERO;LICENCIATURA EN CIENCIAS DE LA COMUNICACIÓN;336;89;120;209;68;109;177;256;404;660;48;94;142
GUERRERO;LICENCIATURA EN CIENCIAS DE LA COMUNICACIÓN Y PUBLICIDAD;45;12;13;25;10;5;15;21;41;62;15;18;33
GUERRERO;LICENCIATURA EN CIENCIAS DE LA EDUCACIÓN;200;42;86;128;47;95;142;64;128;192;0;9;9
GUERRERO;LICENCIATURA EN CIENCIAS DEL DEPORTE;100;70;15;85;65;13;78;130;37;167;0;0;0
GUERRERO;LICENCIATURA EN CIENCIAS POLÍTICAS Y ADMINISTRACIÓN PÚBLICA;100;28;19;47;30;16;46;151;107;258;1;0;1
GUERRERO;LICENCIATURA EN CIENCIAS SOCIALES;0;5;9;14;5;9;14;5;9;14;0;0;0
GUERRERO;LICENCIATURA EN COMERCIO INTERNACIONAL Y ADUANAS;247;94;142;236;51;73;124;147;226;373;9;4;13
GUERRERO;LICENCIATURA EN COMERCIO Y NEGOCIOS INTERNACIONALES;100;2;4;6;2;4;6;12;12;24;1;1;2
GUERRERO;LICENCIATURA EN COMUNICACIÓN;24;13;16;29;10;14;24;23;40;63;6;19;25
GUERRERO;LICENCIATURA EN COMUNICACIONES Y RELACIONES PÚBLICAS;110;21;61;82;19;60;79;69;160;229;14;36;50
GUERRERO;LICENCIATURA EN CONTABILIDAD;15;0;9;9;0;9;9;2;14;16;2;6;8
GUERRERO;LICENCIATURA EN CONTADURÍA;215;17;23;40;18;25;43;567;999;1566;131;307;438
GUERRERO;LICENCIATURA EN CONTADURÍA PÚBLICA;645;285;314;599;238;279;517;712;859;1571;141;216;357
GUERRERO;LICENCIATURA EN CONTADURÍA Y ADMINISTRACIÓN EMPRESARIAL;35;12;10;22;6;2;8;20;20;40;4;10;14
GUERRERO;LICENCIATURA EN CONTADURÍA Y CONSULTORÍA DE NEGOCIOS;0;0;0;0;0;0;0;4;3;7;1;3;4
GUERRERO;LICENCIATURA EN CRIMINOLOGÍA, CRIMINALÍSTICA Y TÉCNICAS PERICIALES;45;15;25;40;2;14;16;38;55;93;13;15;28
GUERRERO;LICENCIATURA EN DANZA;93;22;40;62;22;40;62;78;156;234;9;28;37
GUERRERO;LICENCIATURA EN DANZA REGIONAL MEXICANA;100;18;70;88;15;29;44;40;76;116;13;20;33
GUERRERO;LICENCIATURA EN DECORACIÓN DE INTERIORES Y PAISAJISMO;35;3;5;8;3;5;8;5;16;21;0;5;5
GUERRERO;LICENCIATURA EN DERECHO;1821;986;995;1981;829;770;1599;3180;2979;6159;127;123;250
GUERRERO;LICENCIATURA EN DERECHO Y CONSULTORÍA JURÍDICA;0;0;0;0;0;0;0;2;0;2;0;0;0
GUERRERO;LICENCIATURA EN DESARROLLO COMUNITARIO;140;52;87;139;52;87;139;122;199;321;0;0;0
GUERRERO;LICENCIATURA EN DESARROLLO E INNOVACIÓN EMPRESARIAL;0;0;0;0;0;0;0;64;90;154;13;24;37
GUERRERO;LICENCIATURA EN DESARROLLO REGIONAL;50;14;17;31;18;8;26;70;55;125;0;0;0
GUERRERO;LICENCIATURA EN DESARROLLO SUSTENTABLE;100;45;45;90;45;45;90;70;84;154;20;30;50
GUERRERO;LICENCIATURA EN DISEÑO GRÁFICO;94;20;26;46;20;22;42;36;41;77;6;5;11
GUERRERO;LICENCIATURA EN DISEÑO GRÁFICO PUBLICITARIO;60;21;11;32;21;11;32;49;37;86;6;17;23
GUERRERO;LICENCIATURA EN ECOLOGÍA MARINA;120;46;36;82;45;29;74;169;129;298;27;16;43
GUERRERO;LICENCIATURA EN ECONOMÍA;363;130;159;289;129;137;266;427;463;890;70;87;157
GUERRERO;LICENCIATURA EN EDUCACIÓN;1840;526;1104;1630;481;1051;1532;1393;2854;4247;266;408;674
GUERRERO;LICENCIATURA EN EDUCACIÓN ARTÍSTICA;195;44;35;79;44;35;79;189;154;343;19;28;47
GUERRERO;LICENCIATURA EN EDUCACIÓN BÁSICA;163;32;131;163;32;131;163;61;382;443;3;20;23
GUERRERO;LICENCIATURA EN EDUCACIÓN ESPECIAL;140;59;146;205;28;78;106;115;241;356;23;59;82
GUERRERO;LICENCIATURA EN EDUCACIÓN FÍSICA;260;322;50;372;208;50;258;614;153;767;117;38;155
GUERRERO;LICENCIATURA EN EDUCACIÓN PREESCOLAR;1101;25;852;877;13;455;468;30;1567;1597;8;436;444
