ENTIDAD FEDERATIVA;NOMBRE PROGRAMA EDUCATIVO;Matrícula Mujeres;Matrícula Hombres;Matrícula Total;Nuevo Ingreso Mujeres;Nuevo Ingreso Hombres;Nuevo Ingreso Total;Egresados Mujeres;Egresados Hombres;Egresados Total;Titulados Mujeres;Titulados Hombres;Titulados Total
TABASCO;LICENCIATURA EN PSICOLOGÍA EDUCATIVA;34;18;52;15;7;22;4;1;5;3;0;3
TABASCO;LICENCIATURA EN PSICOLOGÍA EMPRESARIAL;12;2;14;6;0;6;0;0;0;0;0;0
TABASCO;LICENCIATURA EN PSICOLOGÍA ORGANIZACIONAL;62;26;88;22;7;29;10;1;11;0;1;1
TABASCO;LICENCIATURA EN PSICOPEDAGOGÍA;155;21;176;140;20;160;22;0;22;6;0;6
TABASCO;LICENCIATURA EN PUBLICIDAD;23;21;44;7;15;22;3;2;5;0;0;0
TABASCO;LICENCIATURA EN PUERICULTURA;83;0;83;24;0;24;74;0;74;18;0;18
TABASCO;LICENCIATURA EN QUÍMICA;85;85;170;19;23;42;9;5;14;5;6;11
TABASCO;LICENCIATURA EN QUÍMICO FARMACÉUTICO BIÓLOGO;382;271;653;109;102;211;43;31;74;37;26;63
TABASCO;LICENCIATURA EN QUÍMICO FARMACÉUTICO BIOTECNÓLOGO  ;41;27;68;0;0;0;0;0;0;0;0;0
TABASCO;LICENCIATURA EN REHABILITACIÓN FÍSICA;388;95;483;139;31;170;56;8;64;24;5;29
TABASCO;LICENCIATURA EN RELACIONES COMERCIALES;0;0;0;0;0;0;0;2;2;0;2;2
TABASCO;LICENCIATURA EN SALUD INTERCULTURAL;175;64;239;59;20;79;35;22;57;3;5;8
TABASCO;LICENCIATURA EN SISTEMAS COMPUTACIONALES;45;150;195;0;0;0;14;23;37;9;32;41
TABASCO;LICENCIATURA EN SISTEMAS COMPUTARIZADOS E INFORMÁTICA;0;0;0;0;0;0;0;0;0;0;1;1
TABASCO;LICENCIATURA EN SOCIOLOGÍA;81;74;155;29;20;49;16;8;24;10;6;16
TABASCO;LICENCIATURA EN TECNOLOGÍA DE LA INFORMACIÓN;16;35;51;4;8;12;4;4;8;4;7;11
TABASCO;LICENCIATURA EN TECNOLOGÍA EDUCATIVA;6;6;12;6;6;12;3;1;4;0;0;0
TABASCO;LICENCIATURA EN TECNOLOGÍAS DE LA INFORMACIÓN;0;2;2;0;0;0;0;0;0;0;1;1
TABASCO;LICENCIATURA EN TELEMÁTICA;10;28;38;1;7;8;0;4;4;0;4;4
TABASCO;LICENCIATURA EN TEOLOGÍA;0;42;42;0;42;42;0;0;0;0;0;0
TABASCO;LICENCIATURA EN TERAPIA FÍSICA;149;79;228;45;21;66;39;17;56;29;11;40
TABASCO;LICENCIATURA EN TRABAJO SOCIAL;533;58;591;253;37;290;81;10;91;60;7;67
TABASCO;LICENCIATURA EN TRABAJO SOCIAL Y DESARROLLO HUMANO;25;2;27;0;0;0;37;3;40;21;2;23
TABASCO;LICENCIATURA EN TRABAJO SOCIAL Y GESTIÓN COMUNITARIA;46;5;51;22;4;26;19;1;20;19;1;20
TABASCO;LICENCIATURA EN TURISMO;52;26;78;16;4;20;30;18;48;18;14;32
TABASCO;LICENCIATURA EN TURISMO ALTERNATIVO;150;76;226;62;32;94;5;4;9;10;1;11
TABASCO;LICENCIATURA INTERNACIONAL EN ADMINISTRACIÓN DE EMPRESAS DE LA HOSPITALIDAD;13;2;15;0;0;0;1;0;1;0;0;0
TABASCO;LICENCIATURA INTERNACIONAL EN GASTRONOMÍA;36;22;58;0;0;0;18;9;27;10;7;17
TABASCO;MÉDICO CIRUJANO;1399;1186;2585;201;203;404;306;239;545;234;181;415
TABASCO;MÉDICO VETERINARIO ZOOTECNISTA;437;773;1210;139;252;391;24;62;86;18;38;56
TABASCO;QUÍMICO FARMACÉUTICO BIÓLOGO;449;365;814;121;117;238;7;2;9;7;1;8
TABASCO;QUÍMICO FARMACÉUTICO BIOTECNÓLOGO;29;18;47;0;0;0;10;11;21;11;4;15
TAMAULIPAS;TOTAL;65065;61047;126112;19615;17235;36850;11878;10227;22105;9652;7204;16856
TAMAULIPAS;LICENCIATURA EN EDUCACIÓN ESPECIAL EN EL ÁREA DE ATENCIÓN INTELECTUAL;32;3;35;0;0;0;26;1;27;26;1;27
TAMAULIPAS;LICENCIATURA EN EDUCACIÓN FÍSICA;10;26;36;8;20;28;1;0;1;0;0;0
TAMAULIPAS;LICENCIATURA EN EDUCACIÓN PREESCOLAR;840;5;845;301;3;304;140;0;140;72;0;72
TAMAULIPAS;LICENCIATURA EN EDUCACIÓN PRIMARIA;966;310;1276;370;112;482;134;47;181;108;43;151
TAMAULIPAS;LICENCIATURA EN EDUCACIÓN SECUNDARIA CON ESPECIALIDAD EN FÍSICA;0;0;0;0;0;0;4;1;5;4;2;6
TAMAULIPAS;LICENCIATURA EN EDUCACIÓN SECUNDARIA CON ESPECIALIDAD EN LENGUA EXTRANJERA (INGLÉS);3;1;4;0;0;0;3;1;4;3;1;4
TAMAULIPAS;LICENCIATURA EN EDUCACIÓN SECUNDARIA CON ESPECIALIDAD EN TELESECUNDARIA;5;4;9;0;0;0;3;6;9;3;6;9
TAMAULIPAS;LICENCIATURA EN ENSEÑANZA Y APRENDIZAJE DEL ESPAÑOL EN EDUCACIÓN SECUNDARIA;20;4;24;10;4;14;0;0;0;0;0;0
TAMAULIPAS;LICENCIATURA EN ENSEÑANZA Y APRENDIZAJE EN TELESECUNDARIA;4;3;7;4;3;7;0;0;0;0;0;0
TAMAULIPAS;LICENCIATURA EN INCLUSIÓN EDUCATIVA;59;15;74;28;9;37;0;0;0;0;0;0
TAMAULIPAS;ABOGADO;5;14;19;0;0;0;5;12;17;3;8;11
TAMAULIPAS;ARQUITECTO;477;606;1083;112;155;267;43;69;112;49;53;102
TAMAULIPAS;ARQUITECTURA;111;129;240;24;37;61;12;14;26;5;6;11
TAMAULIPAS;CIRUJANO DENTISTA;827;456;1283;388;205;593;85;49;134;48;41;89
TAMAULIPAS;CONTADOR PÚBLICO;2250;1761;4011;599;487;1086;236;133;369;274;162;436
TAMAULIPAS;CONTADOR PÚBLICO Y AUDITOR;272;134;406;85;53;138;108;52;160;63;33;96
TAMAULIPAS;INGENIERÍA AGRÓNOMO;129;528;657;33;150;183;12;65;77;4;36;40
TAMAULIPAS;INGENIERÍA AMBIENTAL;287;208;495;59;41;100;51;32;83;51;43;94
TAMAULIPAS;INGENIERÍA AMBIENTAL Y EN SEGURIDAD;126;148;274;23;32;55;24;18;42;14;15;29
TAMAULIPAS;INGENIERÍA BIOQUÍMICO INDUSTRIAL;134;119;253;39;39;78;21;15;36;4;3;7
TAMAULIPAS;INGENIERÍA CIVIL;423;1451;1874;88;306;394;59;168;227;39;187;226
TAMAULIPAS;INGENIERÍA COMERCIAL;2;0;2;0;0;0;5;4;9;8;9;17
TAMAULIPAS;INGENIERÍA ELÉCTRICA;44;610;654;13;126;139;5;77;82;7;54;61
TAMAULIPAS;INGENIERÍA ELECTROMECÁNICA;15;371;386;5;116;121;2;36;38;2;27;29
TAMAULIPAS;INGENIERÍA ELECTRÓNICA;80;738;818;23;185;208;14;105;119;13;58;71
TAMAULIPAS;INGENIERÍA EN ADMINISTRACIÓN;219;134;353;53;20;73;33;8;41;32;5;37
TAMAULIPAS;INGENIERÍA EN ADMINISTRACIÓN AMBIENTAL;3;6;9;0;0;0;0;0;0;2;6;8
TAMAULIPAS;INGENIERÍA EN ADMINISTRACIÓN DE TECNOLOGÍAS DE LA INFORMACIÓN ;0;6;6;0;0;0;1;3;4;0;2;2
TAMAULIPAS;INGENIERÍA EN AGRONOMÍA;101;270;371;24;79;103;6;32;38;19;32;51
TAMAULIPAS;INGENIERÍA EN CIENCIAS AMBIENTALES;61;73;134;9;23;32;4;9;13;7;3;10
TAMAULIPAS;INGENIERÍA EN ELÉCTRICA;11;129;140;4;28;32;0;7;7;0;7;7
TAMAULIPAS;INGENIERÍA EN ELECTROMECÁNICA;0;0;0;0;0;0;0;0;0;1;5;6
TAMAULIPAS;INGENIERÍA EN ELECTRÓNICA;45;352;397;23;92;115;3;29;32;3;34;37
TAMAULIPAS;INGENIERÍA EN ELECTRÓNICA E INSTRUMENTACIÓN;33;268;301;6;51;57;10;94;104;0;0;0
TAMAULIPAS;INGENIERÍA EN ELECTRÓNICA EN INSTRUMENTACIÓN;1;9;10;1;2;3;0;0;0;0;0;0
TAMAULIPAS;INGENIERÍA EN ELECTRÓNICA INDUSTRIAL;14;79;93;4;32;36;1;11;12;0;0;0
TAMAULIPAS;INGENIERÍA EN ELECTRÓNICA INDUSTRIAL Y AUTOMATIZACIÓN;17;43;60;17;43;60;0;0;0;0;0;0
TAMAULIPAS;INGENIERÍA EN ELECTRÓNICA Y TELECOMUNICACIONES;24;138;162;6;48;54;4;24;28;0;0;0
TAMAULIPAS;INGENIERÍA EN ENERGÍA;68;129;197;21;30;51;25;28;53;25;28;53
TAMAULIPAS;INGENIERÍA EN ENERGÍAS RENOVABLES;60;169;229;5;24;29;21;36;57;11;19;30
TAMAULIPAS;INGENIERÍA EN GEOCIENCIAS;199;313;512;25;29;54;67;91;158;56;63;119
TAMAULIPAS;INGENIERÍA EN GESTIÓN DE PROYECTOS;130;58;188;0;0;0;32;11;43;30;9;39
TAMAULIPAS;INGENIERÍA EN GESTIÓN EMPRESARIAL;1837;1093;2930;480;275;755;196;98;294;177;80;257
TAMAULIPAS;INGENIERÍA EN LOGÍSTICA;171;90;261;59;31;90;11;9;20;16;9;25
TAMAULIPAS;INGENIERÍA EN LOGÍSTICA INTERNACIONAL;132;38;170;0;0;0;76;33;109;2;1;3
TAMAULIPAS;INGENIERÍA EN MANTENIMIENTO INDUSTRIAL;145;927;1072;11;47;58;41;319;360;20;162;182
TAMAULIPAS;INGENIERÍA EN MECÁNICA AUTOMOTOR Y MECATRÓNICA;3;16;19;3;16;19;1;4;5;0;2;2
TAMAULIPAS;INGENIERIA EN MECANICO ELECTRICO;2;17;19;1;3;4;0;0;0;0;3;3
TAMAULIPAS;INGENIERÍA EN MECATRÓNICA;184;1505;1689;27;188;215;51;348;399;43;239;282
TAMAULIPAS;INGENIERÍA EN MOLDEO PLÁSTICO;32;31;63;32;31;63;0;0;0;0;0;0
TAMAULIPAS;INGENIERÍA EN NANOTECNOLOGÍA;9;17;26;0;0;0;10;11;21;2;5;7
TAMAULIPAS;INGENIERÍA EN NEGOCIOS Y GESTIÓN EMPRESARIAL;70;22;92;0;0;0;61;25;86;4;1;5
TAMAULIPAS;INGENIERÍA EN PROCESOS DE MANUFACTURA;32;56;88;9;30;39;2;1;3;0;0;0
TAMAULIPAS;INGENIERÍA EN PROCESOS Y OPERACIONES INDUSTRIALES;107;116;223;0;0;0;51;62;113;0;0;0
TAMAULIPAS;INGENIERÍA EN PRODUCCIÓN MULTIMEDIA;14;19;33;5;6;11;0;6;6;1;3;4
TAMAULIPAS;INGENIERÍA EN QUÍMICA DE PROCESOS INDUSTRIALES;110;117;227;0;0;0;42;46;88;22;18;40
TAMAULIPAS;INGENIERÍA EN SISTEMAS AUTOMOTRICES;18;318;336;3;104;107;1;50;51;1;45;46
TAMAULIPAS;INGENIERÍA EN SISTEMAS COMPUTACIONALES;878;3161;4039;281;1000;1281;131;407;538;123;306;429
TAMAULIPAS;INGENIERÍA EN SISTEMAS COMPUTACIONALES Y ELECTRÓNICOS;5;45;50;0;18;18;2;10;12;2;12;14
TAMAULIPAS;INGENIERÍA EN SISTEMAS DE PRODUCCIÓN;101;158;259;22;52;74;12;10;22;8;7;15
TAMAULIPAS;INGENIERÍA EN SISTEMAS DE PRODUCCIÓN INDUSTRIAL;31;64;95;12;31;43;3;11;14;3;5;8
TAMAULIPAS;INGENIERÍA EN SISTEMAS ELECTRÓNICOS;2;8;10;2;8;10;4;6;10;6;13;19
TAMAULIPAS;INGENIERÍA EN SISTEMAS PRODUCTIVOS;156;163;319;0;0;0;45;43;88;42;42;84
TAMAULIPAS;INGENIERÍA EN SISTEMAS Y AUTOMATIZACIÓN;10;64;74;10;64;74;2;28;30;2;28;30
TAMAULIPAS;INGENIERÍA EN SISTEMAS Y PRODUCTIVIDAD INDUSTRIAL;24;58;82;5;20;25;1;5;6;1;1;2
TAMAULIPAS;INGENIERÍA EN TECNOLOGÍA DE LA INFORMACIÓN;85;294;379;26;81;107;17;34;51;14;29;43
TAMAULIPAS;INGENIERÍA EN TECNOLOGÍAS DE INFORMACIÓN Y COMUNICACIONES;14;47;61;3;6;9;4;8;12;4;8;12
TAMAULIPAS;INGENIERÍA EN TECNOLOGÍAS DE LA INFORMACIÓN;86;196;282;26;52;78;32;40;72;31;38;69
TAMAULIPAS;INGENIERÍA EN TECNOLOGÍAS DE LA INFORMACIÓN Y COMUNICACIÓN;109;203;312;34;43;77;25;26;51;11;26;37
TAMAULIPAS;INGENIERÍA EN TECNOLOGÍAS DE LA INFORMACIÓN Y COMUNICACIONES;33;89;122;0;0;0;3;10;13;2;10;12
TAMAULIPAS;INGENIERÍA EN TECNOLOGÍAS DE LA INFORMACIÓN Y LA COMUNICACIÓN ESPECIALIDAD REDES Y TELECOMUNICACIONE;3;4;7;0;3;3;1;2;3;1;0;1
TAMAULIPAS;INGENIERÍA EN TECNOLOGÍAS DE MANUFACTURA;105;139;244;34;41;75;13;19;32;11;17;28
TAMAULIPAS;INGENIERÍA EN TELEMÁTICA;18;192;210;3;45;48;2;24;26;7;43;50
TAMAULIPAS;INGENIERÍA INDUSTRIAL;3272;6094;9366;847;1619;2466;604;1092;1696;370;538;908
TAMAULIPAS;INGENIERÍA INDUSTRIAL ADMINISTRADOR;515;931;1446;195;359;554;90;179;269;72;153;225
TAMAULIPAS;INGENIERÍA INDUSTRIAL EN CALIDAD;6;9;15;0;0;0;0;0;0;0;2;2
TAMAULIPAS;INGENIERÍA INDUSTRIAL EN ELECTRÓNICA;0;5;5;0;0;0;1;3;4;0;1;1
TAMAULIPAS;INGENIERÍA INDUSTRIAL EN MANTENIMIENTO;3;33;36;2;12;14;0;0;0;0;0;0
TAMAULIPAS;INGENIERÍA INDUSTRIAL Y  MANUFACTURA;8;8;16;3;2;5;0;0;0;0;0;0
TAMAULIPAS;INGENIERÍA INDUSTRIAL Y DE SISTEMAS;312;592;904;120;242;362;87;215;302;59;104;163
TAMAULIPAS;INGENIERÍA INDUSTRIAL Y DE SISTEMAS DE PRODUCCIÓN;23;78;101;7;21;28;5;15;20;5;9;14
TAMAULIPAS;INGENIERÍA INFORMÁTICA;32;96;128;2;23;25;5;20;25;18;15;33
TAMAULIPAS;INGENIERÍA MECÁNICA;95;1177;1272;29;268;297;8;166;174;5;127;132
TAMAULIPAS;INGENIERÍA MECÁNICO ELECTRICISTA;5;83;88;0;2;2;12;64;76;2;15;17
TAMAULIPAS;INGENIERÍA MECATRÓNICA;161;902;1063;39;190;229;34;193;227;12;93;105
TAMAULIPAS;INGENIERÍA PETROLERA;165;515;680;23;95;118;30;78;108;13;35;48
TAMAULIPAS;INGENIERÍA PETROLERO;31;156;187;10;28;38;8;29;37;14;40;54
TAMAULIPAS;INGENIERÍA PETROLERO Y ENERGÍAS ALTERNAS;14;45;59;11;40;51;9;18;27;3;9;12
TAMAULIPAS;INGENIERÍA QUÍMICA;897;836;1733;241;213;454;55;42;97;32;19;51
TAMAULIPAS;INGENIERÍA QUÍMICO;112;115;227;37;22;59;16;18;34;19;33;52
TAMAULIPAS;INGENIERÍA QUÍMICO INDUSTRIAL;25;36;61;11;8;19;8;7;15;7;4;11
TAMAULIPAS;INGENIERÍA SISTEMAS DE MERCADOTECNIA;59;80;139;1;0;1;15;5;20;13;10;23
TAMAULIPAS;INGENIERO ARQUITECTO;1;13;14;0;0;0;0;0;0;0;0;0
TAMAULIPAS;INGENIERO EN ENERGIAS RENOVABLES;23;108;131;11;46;57;1;6;7;0;0;0
TAMAULIPAS;INGENIERO EN GEOMATICA;20;67;87;6;33;39;0;0;0;0;0;0
TAMAULIPAS;INGENIERO EN PROCESOS PETROQUIMICOS;30;96;126;7;12;19;13;30;43;2;3;5
TAMAULIPAS;INGENIERO EN SISTEMAS COMPUTACIONALES    ;1;1;2;0;0;0;0;0;0;0;0;0
TAMAULIPAS;INGENIERO INDUSTRIAL Y DE SISTEMAS;179;468;647;42;89;131;0;0;0;0;0;0
TAMAULIPAS;INGENIERO PETROLERO;16;61;77;5;28;33;3;18;21;3;10;13
TAMAULIPAS;LICENCIADO EN ADMINISTRACIÓN DE EMPRESAS;83;75;158;56;58;114;75;53;128;31;21;52
TAMAULIPAS;LICENCIADO EN ADMINISTRACIÓN DE NEGOCIOS    ;14;4;18;2;2;4;3;0;3;0;0;0
TAMAULIPAS;LICENCIADO EN ARQUITECTURA   ;23;84;107;8;28;36;2;11;13;0;0;0
TAMAULIPAS;LICENCIADO EN CIENCIAS DE LA COMUNICACIÓN;30;23;53;30;23;53;3;5;8;3;5;8
TAMAULIPAS;LICENCIADO EN DERECHO;272;274;546;123;113;236;67;64;131;16;26;42
TAMAULIPAS;LICENCIADO EN DISEÑO GRAFICO Y ANIMACION DIGITAL;116;102;218;59;49;108;3;1;4;0;0;0
TAMAULIPAS;LICENCIADO EN INNOVACIÓN Y DIRECCIÓN DE NEGOCIOS;15;2;17;0;0;0;6;6;12;6;6;12
TAMAULIPAS;LICENCIADO EN MEDICINA;637;447;1084;124;73;197;41;35;76;0;0;0
TAMAULIPAS;LICENCIADO EN PEDAGOGÍA  ;245;45;290;98;20;118;220;61;281;39;7;46
TAMAULIPAS;LICENCIADO EN PEDAGOGÍA CON OPCIÓN EN LA ENSEÑANZA DE LAS CIENCIAS;0;1;1;0;1;1;1;1;2;1;1;2
TAMAULIPAS;LICENCIADO EN PEDAGOGÍA CON OPCIÓN EN LA ENSEÑANZA DE LAS CIENCIAS SOCIALES;2;5;7;2;5;7;5;1;6;5;1;6
TAMAULIPAS;LICENCIADO EN PEDAGOGÍA CON OPCIÓN EN LA ENSEÑANZA DE LAS MATEMÁTICAS;0;2;2;0;2;2;0;1;1;0;0;0
TAMAULIPAS;LICENCIADO EN PEDAGOGÍA CON OPCIÓN EN LA ENSEÑANZA DEL ESPAÑOL;4;1;5;4;1;5;11;3;14;11;3;14
TAMAULIPAS;LICENCIADO EN PEDAGOGÍA CON OPCIÓN EN LA ENSEÑANZA DEL INGLÉS;1;1;2;1;1;2;9;5;14;9;5;14
TAMAULIPAS;LICENCIADO EN PSICOPEDAGOGIA ;222;61;283;69;30;99;192;152;344;22;4;26
TAMAULIPAS;LICENCIATURA DE MEDICO CIRUJANO DENTISTA   ;99;68;167;24;27;51;4;2;6;0;0;0
TAMAULIPAS;LICENCIATURA EN ADMINISTRACIÓN;2297;1394;3691;566;343;909;304;150;454;316;168;484
TAMAULIPAS;LICENCIATURA EN ADMINISTRACIÓN DE EMPRESAS;1603;1154;2757;533;397;930;302;210;512;156;116;272
TAMAULIPAS;LICENCIATURA EN ADMINISTRACIÓN DE EMPRESAS TURÍSTICAS;31;12;43;0;0;0;14;5;19;10;2;12
TAMAULIPAS;LICENCIATURA EN ADMINISTRACIÓN DE EMPRESAS Y CONTADURÍA PÚBLICA;2;5;7;1;0;1;9;1;10;0;0;0
TAMAULIPAS;LICENCIATURA EN ADMINISTRACIÓN DE EMPRESAS Y FINANZAS;581;423;1004;227;185;412;100;28;128;100;28;128
TAMAULIPAS;LICENCIATURA EN ADMINISTRACIÓN DE NEGOCIOS INTERNACIONALES;160;135;295;48;52;100;38;22;60;22;10;32
TAMAULIPAS;LICENCIATURA EN ADMINISTRACIÓN FINANCIERA BANCARIA   ;0;1;1;0;0;0;0;0;0;0;0;0
TAMAULIPAS;LICENCIATURA EN ADMINISTRACIÓN PÚBLICA;3;3;6;3;3;6;2;2;4;2;2;4
TAMAULIPAS;LICENCIATURA EN ADMINISTRACIÓN TURÍSTICA;26;4;30;0;0;0;7;0;7;9;1;10
TAMAULIPAS;LICENCIATURA EN ADMINISTRACIÓN Y DIRECCIÓN DE EMPRESAS;150;121;271;72;68;140;27;22;49;9;6;15
TAMAULIPAS;LICENCIATURA EN ADMINISTRACIÓN Y DIRECCIÓN EMPRESARIAL;42;31;73;18;15;33;5;5;10;11;7;18
TAMAULIPAS;LICENCIATURA EN ADMINISTRACIÓN Y GESTIÓN DE PEQUEÑAS Y MEDIANAS EMPRESAS;103;38;141;0;0;0;51;20;71;46;16;62
TAMAULIPAS;LICENCIATURA EN ADMINISTRACIÓN Y GESTIÓN DE PYMES;82;62;144;25;17;42;17;18;35;17;18;35
TAMAULIPAS;LICENCIATURA EN ADMINISTRACIÓN Y GESTIÓN EMPRESARIAL;196;87;283;103;49;152;0;0;0;0;0;0
TAMAULIPAS;LICENCIATURA EN ADMINISTRACIÓN Y MERCADOTECNIA;193;199;392;73;84;157;50;35;85;53;37;90
TAMAULIPAS;LICENCIATURA EN ARQUITECTO;12;18;30;6;12;18;2;6;8;2;6;8
TAMAULIPAS;LICENCIATURA EN ARQUITECTURA;126;142;268;32;34;66;29;34;63;31;33;64
TAMAULIPAS;LICENCIATURA EN ARQUITECTURA DE INTERIORES Y HABITABILIDAD;59;22;81;22;6;28;4;0;4;2;0;2
TAMAULIPAS;LICENCIATURA EN ARTES CULINARIAS;5;7;12;5;7;12;4;0;4;0;0;0
TAMAULIPAS;LICENCIATURA EN ATENCIÓN AL DESARROLLO Y BIENESTAR INFANTIL;250;9;259;93;3;96;0;0;0;0;0;0
TAMAULIPAS;LICENCIATURA EN BANCA Y FINANZAS;0;1;1;0;0;0;0;0;0;0;0;0
TAMAULIPAS;LICENCIATURA EN BIENESTAR INTEGRAL Y NUTRICIÓN  ;13;3;16;0;0;0;2;3;5;8;2;10
TAMAULIPAS;LICENCIATURA EN BIOLOGÍA;261;185;446;66;54;120;25;15;40;32;27;59
TAMAULIPAS;LICENCIATURA EN CIENCIAS ADUANALES Y COMERCIO INTERNACIONAL;2;0;2;2;0;2;0;0;0;0;0;0
TAMAULIPAS;LICENCIATURA EN CIENCIAS DE LA ACTIVIDAD FÍSICA Y EL DEPORTE;10;47;57;4;11;15;2;5;7;2;6;8
TAMAULIPAS;LICENCIATURA EN CIENCIAS DE LA COMUNICACIÓN;511;555;1066;187;167;354;87;76;163;73;48;121
TAMAULIPAS;LICENCIATURA EN CIENCIAS DE LA EDUCACIÓN;645;313;958;255;116;371;45;34;79;28;23;51
TAMAULIPAS;LICENCIATURA EN CIENCIAS DE LA EDUCACIÓN CON OPCIÓN EN ADMINISTRACIÓN Y PLANEACIÓN EDUCATIVA;3;0;3;0;0;0;27;17;44;27;15;42
TAMAULIPAS;LICENCIATURA EN CIENCIAS DE LA EDUCACIÓN CON OPCIÓN EN CIENCIAS QUÍMICO BIOLÓGICAS;0;3;3;0;0;0;9;6;15;15;13;28
TAMAULIPAS;LICENCIATURA EN CIENCIAS DE LA EDUCACIÓN CON OPCIÓN EN CIENCIAS SOCIALES;5;4;9;0;0;0;10;7;17;17;15;32
TAMAULIPAS;LICENCIATURA EN CIENCIAS DE LA EDUCACIÓN CON OPCIÓN EN TECNOLOGÍA EDUCATIVA;4;12;16;0;0;0;15;23;38;33;25;58
TAMAULIPAS;LICENCIATURA EN CIENCIAS POLICIALES;107;201;308;39;63;102;61;78;139;4;5;9
TAMAULIPAS;LICENCIATURA EN CIENCIAS POLÍTICAS Y ADMINISTRACIÓN PÚBLICA;1;1;2;0;0;0;2;0;2;0;0;0
TAMAULIPAS;LICENCIATURA EN CIENCIAS POLÍTICAS Y GESTIÓN PÚBLICA;3;6;9;0;0;0;0;0;0;1;2;3
TAMAULIPAS;LICENCIATURA EN CIENCIAS TEOLÓGICAS;0;12;12;0;3;3;0;3;3;0;2;2
TAMAULIPAS;LICENCIATURA EN CIENCIAS Y DESARROLLO DE LA EDUCACIÓN;141;37;178;57;18;75;28;4;32;30;9;39
TAMAULIPAS;LICENCIATURA EN CIRUJANO DENTISTA;192;97;289;57;24;81;52;22;74;37;16;53
TAMAULIPAS;LICENCIATURA EN COMERCIALIZACIÓN;489;240;729;144;79;223;33;12;45;33;16;49
TAMAULIPAS;LICENCIATURA EN COMERCIALIZACIÓN INTERNACIONAL;91;100;191;21;33;54;23;17;40;15;6;21
TAMAULIPAS;LICENCIATURA EN COMERCIO EXTERIOR;348;466;814;48;67;115;15;19;34;44;48;92
TAMAULIPAS;LICENCIATURA EN COMERCIO EXTERIOR Y ADUANAS;18;15;33;7;1;8;3;0;3;3;1;4
TAMAULIPAS;LICENCIATURA EN COMERCIO EXTERIOR Y LEGISLACIÓN ADUANERA;2;9;11;2;2;4;0;0;0;0;0;0
TAMAULIPAS;LICENCIATURA EN COMERCIO INTERNACIONAL;406;257;663;173;96;269;61;33;94;40;21;61
TAMAULIPAS;LICENCIATURA EN COMERCIO INTERNACIONAL Y ADMINISTRACIÓN DE ADUANAS;127;131;258;68;75;143;21;21;42;19;16;35
TAMAULIPAS;LICENCIATURA EN COMERCIO INTERNACIONAL Y ADUANAS;403;343;746;170;114;284;90;100;190;66;90;156
TAMAULIPAS;LICENCIATURA EN COMERCIO INTERNACIONAL Y GESTIÓN ADUANAL;15;17;32;7;10;17;6;2;8;6;2;8
TAMAULIPAS;LICENCIATURA EN COMERCIO Y NEGOCIOS INTERNACIONALES;262;245;507;96;95;191;19;14;33;0;0;0
TAMAULIPAS;LICENCIATURA EN COMUNICACIÓN DIGITAL;29;30;59;6;11;17;10;11;21;8;8;16
TAMAULIPAS;LICENCIATURA EN COMUNICACIÓN Y MEDIOS DIGITALES;10;5;15;0;0;0;0;0;0;0;0;0
TAMAULIPAS;LICENCIATURA EN CONTABILIDAD FINANCIERA;14;6;20;14;6;20;0;0;0;0;0;0
TAMAULIPAS;LICENCIATURA EN CONTADOR PÚBLICO;125;73;198;48;34;82;37;7;44;21;4;25
TAMAULIPAS;LICENCIATURA EN CONTADURÍA;130;82;212;46;34;80;24;26;50;26;10;36
TAMAULIPAS;LICENCIATURA EN CONTADURÍA PÚBLICA;274;175;449;81;63;144;74;54;128;59;32;91
TAMAULIPAS;LICENCIATURA EN CONTADURÍA PÚBLICA Y AUDITORÍA;12;4;16;2;2;4;2;1;3;0;0;0
TAMAULIPAS;LICENCIATURA EN CONTADURÍA PÚBLICA Y FINANZAS;193;125;318;87;63;150;42;26;68;35;17;52
TAMAULIPAS;LICENCIATURA EN CONTADURÍA Y FINANZAS;80;44;124;35;22;57;20;7;27;10;5;15
TAMAULIPAS;LICENCIATURA EN CRIMINOLOGÍA;659;673;1332;249;269;518;106;98;204;87;50;137
TAMAULIPAS;LICENCIATURA EN CRIMINOLOGÍA Y CRIMINALÍSTICA;121;106;227;42;49;91;28;17;45;15;11;26
TAMAULIPAS;LICENCIATURA EN CRIMINOLOGÍA, CRIMINALÍSTICA Y TÉCNICAS PERICIALES;4;3;7;1;0;1;2;4;6;0;0;0
TAMAULIPAS;LICENCIATURA EN DERECHO;2838;2598;5436;848;737;1585;405;382;787;345;326;671
TAMAULIPAS;LICENCIATURA EN DERECHO CON ADECUACIÓN EN FISCAL;2;4;6;2;4;6;3;5;8;3;2;5
TAMAULIPAS;LICENCIATURA EN DERECHO CON ÉNFASIS EMPRESARIAL;13;11;24;4;6;10;0;0;0;0;0;0
TAMAULIPAS;LICENCIATURA EN DERECHO CON OPCIÓN EN DERECHO INTERNACIONAL;0;0;0;0;0;0;0;0;0;0;1;1
TAMAULIPAS;LICENCIATURA EN DERECHO Y ASUNTOS INTERNACIONALES;11;9;20;0;0;0;1;1;2;2;3;5
TAMAULIPAS;LICENCIATURA EN DERECHO Y CIENCIAS JURÍDICAS;24;17;41;7;1;8;0;0;0;0;2;2
