ENTIDAD FEDERATIVA;PROGRAMA DE ESTUDIOS;Lugares Ofertados;Matrícula Hombres;Matrícula Mujeres;Matrícula Total;Primer Ingreso Mujeres;Egresados Hombres;Egresados Mujeres;Egresados Total;Graduados Hombres;Graduados Mujeres;Graduados Total
NUEVO LEÓN;MAESTRÍA EN DIRECCIÓN EMPRESARIAL CON ACENTUACIÓN EN EL ÁREA DE DERECHO DE NEGOCIOS;0;0;0;0;0;0;0;0;0;0;0
NUEVO LEÓN;MAESTRÍA EN DIRECCIÓN EMPRESARIAL CON ACENTUACIÓN EN EL ÁREA DE INFORMACIÓN FINANCIERA;0;0;0;0;0;0;0;0;0;0;0
NUEVO LEÓN;MAESTRÍA EN DIRECCIÓN EMPRESARIAL CON ACENTUACIÓN EN EL ÁREA DE INFORMÁTICA ADMINISTRATIVA;50;28;12;40;12;0;0;0;0;0;0
NUEVO LEÓN;MAESTRÍA EN DIRECCIÓN Y GESTIÓN DE INSTITUCIONES EDUCATIVAS;20;8;39;47;4;0;0;0;1;5;6
NUEVO LEÓN;MAESTRÍA EN DISEÑO ARQUITECTÓNICO;0;4;7;11;0;1;0;1;1;0;1
NUEVO LEÓN;MAESTRÍA EN DISEÑO GRÁFICO;5;10;17;27;0;2;9;11;2;9;11
NUEVO LEÓN;MAESTRÍA EN DISEÑO INDUSTRIAL E INNOVACIÓN DE PRODUCTOS;11;8;15;23;5;4;5;9;4;5;9
NUEVO LEÓN;MAESTRÍA EN DISEÑO URBANO ARQUITECTÓNICO;0;0;0;0;0;0;0;0;0;0;0
NUEVO LEÓN;MAESTRÍA EN DOCENCIA;121;143;329;472;88;4;8;12;4;8;12
NUEVO LEÓN;MAESTRÍA EN DOCENCIA CON ORIENTACIÓN EN EDUCACIÓN MEDIA SUPERIOR;14;24;41;65;8;0;0;0;0;0;0
NUEVO LEÓN;MAESTRÍA EN DOCENCIA JURÍDICA;0;0;0;0;0;0;0;0;0;0;0
NUEVO LEÓN;MAESTRÍA EN ECONOMÍA CON ESPECIALIDAD EN ECONOMÍA INDUSTRIAL;30;18;7;25;2;5;5;10;5;2;7
NUEVO LEÓN;MAESTRÍA EN EDUCACIÓN;347;157;556;713;200;40;118;158;10;49;59
NUEVO LEÓN;MAESTRÍA EN EDUCACIÓN BASADA EN COMPETENCIAS;80;10;44;54;44;0;0;0;0;0;0
NUEVO LEÓN;MAESTRÍA EN EDUCACIÓN BÁSICA;20;2;13;15;13;0;0;0;0;0;0
NUEVO LEÓN;MAESTRÍA EN EDUCACIÓN CAMPO EN HISTORIA DE LA EDUCACIÓN REGIONAL;0;36;100;136;0;7;38;45;2;0;2
NUEVO LEÓN;MAESTRÍA EN EDUCACIÓN CAMPO FORMACIÓN DOCENTE;281;62;447;509;245;29;114;143;5;21;26
NUEVO LEÓN;MAESTRÍA EN EDUCACIÓN CON ACENTUACIÓN EN ADMINISTRACIÓN EDUCATIVA;109;70;39;109;36;1;0;1;1;0;1
NUEVO LEÓN;MAESTRÍA EN EDUCACIÓN CON ACENTUACIÓN EN DOCENCIA;10;4;6;10;2;0;0;0;0;0;0
NUEVO LEÓN;MAESTRÍA EN EDUCACIÓN CON ACENTUACIÓN EN EDUCACIÓN SUPERIOR;40;16;35;51;1;4;9;13;3;7;10
NUEVO LEÓN;MAESTRÍA EN EDUCACIÓN CON ACENTUACIÓN EN PLANEACIÓN EDUCATIVA Y DESARROLLO CURRICULAR;26;10;16;26;13;0;0;0;0;0;0
NUEVO LEÓN;MAESTRÍA EN EDUCACIÓN CON ACENTUACIÓN EN PSICOLOGÍA EDUCATIVA;60;27;68;95;13;4;14;18;2;19;21
NUEVO LEÓN;MAESTRÍA EN EDUCACIÓN CON ESPECIALIDAD EN ADMINISTRACIÓN EDUCATIVA;1;1;0;1;0;0;0;0;0;0;0
NUEVO LEÓN;MAESTRÍA EN EDUCACIÓN CON ESPECIALIDAD EN DESARROLLO CURRICULAR E INSTRUCCIÓN;1;1;0;1;0;0;0;0;0;0;0
NUEVO LEÓN;MAESTRÍA EN EDUCACIÓN CON ESPECIALIDAD EN ENSEÑANZA SUPERIOR;0;0;0;0;0;0;0;0;0;0;0
NUEVO LEÓN;MAESTRÍA EN EDUCACIÓN CON ESPECIALIDAD EN PSICOLOGÍA Y ORIENTACIÓN VOCACIONAL;0;0;0;0;0;0;0;0;0;0;0
NUEVO LEÓN;MAESTRÍA EN EDUCACIÓN CON ORIENTACIÓN EN DIDÁCTICA CONSTRUCTIVA;130;61;208;269;104;7;22;29;45;156;201
NUEVO LEÓN;MAESTRÍA EN EDUCACIÓN EN DIRECCIÓN Y GESTIÓN DE CENTROS EDUCATIVOS;30;1;3;4;3;0;0;0;0;0;0
NUEVO LEÓN;MAESTRÍA EN EDUCACIÓN EN LAS ÁREAS DE EDUCACIÓN SUPERIOR Y NECESIDADES EDUCATIVAS ESPECIALES;15;18;20;38;5;5;4;9;0;0;0
NUEVO LEÓN;MAESTRÍA EN EDUCACIÓN FÍSICA;18;52;22;74;7;0;0;0;0;0;0
NUEVO LEÓN;MAESTRÍA EN EDUCACIÓN FÍSICA Y DEPORTE;10;8;2;10;1;3;0;3;0;0;0
NUEVO LEÓN;MAESTRÍA EN EDUCACIÓN INCLUSIVA;38;7;31;38;31;0;0;0;0;0;0
NUEVO LEÓN;MAESTRÍA EN EDUCACIÓN INFANTIL CON ESPECIALIDAD EN: PEDAGOGÍA INFANTIL, PSICOPEDAGOGÍA INFANTIL, ADM;0;0;0;0;0;0;0;0;0;0;0
NUEVO LEÓN;MAESTRÍA EN EDUCACIÓN MEDIA CON ESPECIALIDAD EN CIENCIAS BIOLÓGICAS;0;11;16;27;0;1;1;2;0;1;1
NUEVO LEÓN;MAESTRÍA EN EDUCACIÓN MEDIA CON ESPECIALIDAD EN CIENCIAS SOCIALES;0;14;19;33;0;0;0;0;2;0;2
NUEVO LEÓN;MAESTRÍA EN EDUCACIÓN MEDIA CON ESPECIALIDAD EN FÍSICA Y QUÍMICA;0;6;11;17;0;1;1;2;0;0;0
NUEVO LEÓN;MAESTRÍA EN EDUCACIÓN MEDIA CON ESPECIALIDAD EN IDIOMAS;0;6;10;16;0;0;1;1;0;2;2
NUEVO LEÓN;MAESTRÍA EN EDUCACIÓN MEDIA CON ESPECIALIDAD EN LENGUA Y LITERATURA ESPAÑOLAS;0;7;15;22;0;5;3;8;0;1;1
NUEVO LEÓN;MAESTRÍA EN EDUCACIÓN MEDIA CON ESPECIALIDAD EN MATEMÁTICAS;0;11;10;21;0;3;5;8;0;0;0
NUEVO LEÓN;MAESTRÍA EN EDUCACIÓN MEDIA CON ESPECIALIDAD EN PEDAGOGÍA;0;2;5;7;0;3;8;11;0;0;0
NUEVO LEÓN;MAESTRÍA EN EDUCACIÓN NUEVAS TECNOLOGÍAS APLICADAS A LA EDUCACIÓN;171;196;376;572;111;58;106;164;9;16;25
NUEVO LEÓN;MAESTRÍA EN EDUCACIÓN SUPERIOR;393;437;505;942;162;24;23;47;15;5;20
NUEVO LEÓN;MAESTRÍA EN EDUCACIÓN UNIVERSITARIA;50;20;14;34;0;0;0;0;1;2;3
NUEVO LEÓN;MAESTRÍA EN EDUCACIÓN Y ADMINISTRACIÓN EN PRIMARIA;0;0;0;0;0;0;0;0;0;0;0
NUEVO LEÓN;MAESTRÍA EN EDUCACIÓN Y ADMINISTRACIÓN EN SECUNDARIA;0;0;0;0;0;0;0;0;0;0;0
NUEVO LEÓN;MAESTRÍA EN EDUCACIÓN: DIRECCIÓN Y ORGANIZACIÓN DE INSTITUCIONES EDUCATIVAS;50;9;35;44;23;19;28;47;13;27;40
NUEVO LEÓN;MAESTRÍA EN ELECTRÓNICA Y CONTROL;0;3;0;3;0;1;0;1;0;0;0
NUEVO LEÓN;MAESTRÍA EN ENERGÍAS ALTERNATIVAS;0;0;1;1;1;0;0;0;0;0;0
NUEVO LEÓN;MAESTRÍA EN ENSEÑANZA DE LA BIOLOGÍA;0;0;0;0;0;0;0;0;0;0;0
NUEVO LEÓN;MAESTRÍA EN ENSEÑANZA DE LA FÍSICA;0;0;0;0;0;0;0;0;0;0;0
NUEVO LEÓN;MAESTRÍA EN ENSEÑANZA DE LA QUÍMICA;0;0;0;0;0;0;0;0;0;0;0
NUEVO LEÓN;MAESTRÍA EN ENSEÑANZA DE LAS CIENCIAS;0;0;0;0;0;1;0;1;1;3;4
NUEVO LEÓN;MAESTRÍA EN ENSEÑANZA DE LAS CIENCIAS BIOLÓGICAS;0;0;0;0;0;0;0;0;0;0;0
NUEVO LEÓN;MAESTRÍA EN ENSEÑANZA DE LAS CIENCIAS FÍSICAS;0;0;0;0;0;0;0;0;0;0;0
NUEVO LEÓN;MAESTRÍA EN ENSEÑANZA DE LAS CIENCIAS QUÍMICAS;0;0;0;0;0;0;0;0;0;0;0
NUEVO LEÓN;MAESTRÍA EN ENSEÑANZA DE LAS CIENCIAS SOCIALES;1;0;1;1;1;0;0;0;0;0;0
NUEVO LEÓN;MAESTRÍA EN ENSEÑANZA DE LAS MATEMÁTICAS;0;0;0;0;0;0;0;0;0;0;0
NUEVO LEÓN;MAESTRÍA EN ESTADÍSTICA APLICADA;13;10;12;22;3;7;2;9;7;2;9
NUEVO LEÓN;MAESTRÍA EN ESTRATEGIAS EDUCATIVAS INNOVADORAS CON ACENTUACIÓN EN EXPRESIÓN ARTÍSTICA Y CREATIVA;0;0;0;0;0;0;0;0;0;0;0
NUEVO LEÓN;MAESTRÍA EN ESTRATEGIAS EDUCATIVAS INNOVADORAS CON ACENTUACIÓN EN EXPRESIÓN LINGÜÍSTICA Y DE LA COMU;0;0;0;0;0;0;0;0;0;0;0
NUEVO LEÓN;MAESTRÍA EN ESTRATEGIAS FISCALES CON ACENTUACIÓN INTERNACIONAL;0;0;0;0;0;0;0;0;0;0;0
NUEVO LEÓN;MAESTRÍA EN ESTRATEGIAS FISCALES CON ACENTUACIÓN NACIONAL;0;19;7;26;0;0;0;0;0;0;0
NUEVO LEÓN;MAESTRÍA EN ESTUDIOS HUMANÍSTICOS;9;5;7;12;3;9;6;15;6;3;9
NUEVO LEÓN;MAESTRÍA EN ESTUDIOS LITERARIOS Y MUSICALES;0;2;3;5;0;0;0;0;0;0;0
NUEVO LEÓN;MAESTRÍA EN FINANZAS;37;41;23;64;8;4;4;8;7;2;9
NUEVO LEÓN;MAESTRÍA EN GERONTOLOGÍA;15;4;4;8;4;3;5;8;0;0;0
NUEVO LEÓN;MAESTRÍA EN GESTIÓN AMBIENTAL;20;4;6;10;6;0;0;0;0;0;0
NUEVO LEÓN;MAESTRÍA EN GESTIÓN DE EMPRESAS TURÍSTICAS;43;5;6;11;1;2;2;4;2;3;5
NUEVO LEÓN;MAESTRÍA EN GESTIÓN DE INSTITUCIONES DE EDUCACIÓN SUPERIOR;0;0;0;0;0;0;0;0;0;0;0
NUEVO LEÓN;MAESTRÍA EN GESTIÓN DE NEGOCIOS DE MANUFACTURA;0;0;0;0;0;0;0;0;0;0;0
NUEVO LEÓN;MAESTRÍA EN GESTIÓN DE TECNOLOGÍAS DE INFORMACIÓN;30;19;2;21;0;16;0;16;4;0;4
NUEVO LEÓN;MAESTRÍA EN GESTIÓN DE TECNOLOGÍAS DE LA INFORMACIÓN;15;4;1;5;0;2;0;2;2;0;2
NUEVO LEÓN;MAESTRÍA EN GESTIÓN EMPRESARIAL;0;0;0;0;0;0;0;0;0;0;0
NUEVO LEÓN;MAESTRÍA EN GESTIÓN Y POLÍTICAS PÚBLICAS;0;5;2;7;0;9;4;13;3;1;4
NUEVO LEÓN;MAESTRÍA EN HUMANIDADES;10;11;17;28;3;1;1;2;1;1;2
NUEVO LEÓN;MAESTRÍA EN IMAGEN CORPORATIVA;0;0;0;0;0;0;0;0;0;0;0
NUEVO LEÓN;MAESTRÍA EN IMAGEN Y MERCADOTECNIA POLÍTICA;0;0;0;0;0;0;0;0;0;0;0
NUEVO LEÓN;MAESTRÍA EN IMPUESTOS;21;161;55;216;0;8;9;17;0;0;0
NUEVO LEÓN;MAESTRÍA EN INGENIERÍA COMERCIAL;0;0;0;0;0;0;0;0;0;0;0
NUEVO LEÓN;MAESTRÍA EN INGENIERÍA CON ORIENTACIÓN EN (HIDROLOGÍA SUBTERRÁNEA O INGENIERÍA AMBIENTAL O INGENIERÍ;15;51;13;64;3;24;7;31;9;6;15
NUEVO LEÓN;MAESTRÍA EN INGENIERÍA CON ORIENTACIÓN EN: MECÁNICA, ELECTRÓNICA;63;170;24;194;10;59;11;70;32;7;39
NUEVO LEÓN;MAESTRÍA EN INGENIERÍA DE LA INFORMACIÓN (INTELIGENCIA ARTIFICIAL, INFORMÁTICA Y TELEMÁTICA);10;28;8;36;1;8;3;11;0;2;2
NUEVO LEÓN;MAESTRÍA EN INGENIERÍA DE PRODUCTOS;5;19;2;21;0;4;2;6;4;2;6
NUEVO LEÓN;MAESTRÍA EN INGENIERÍA EN SOFTWARE;4;3;1;4;0;1;0;1;1;0;1
NUEVO LEÓN;MAESTRÍA EN INGENIERÍA FÍSICA INDUSTRIAL;20;3;1;4;1;0;1;1;0;0;0
NUEVO LEÓN;MAESTRÍA EN INGENIERÍA INDUSTRIAL;0;0;0;0;0;0;0;0;0;0;0
NUEVO LEÓN;MAESTRÍA EN INGENIERÍA INDUSTRIAL CON ORIENTACIÓN EN (PRODUCTIVIDAD TOTAL O SISTEMAS DE MANUFACTURA;17;49;17;66;5;18;5;23;13;5;18
NUEVO LEÓN;MAESTRÍA EN INGENIERÍA MECATRÓNICA;30;14;4;18;4;1;0;1;1;0;1
NUEVO LEÓN;MAESTRÍA EN INGENIERO INDUSTRIAL Y DE SISTEMAS;10;18;6;24;0;10;2;12;8;2;10
NUEVO LEÓN;MAESTRÍA EN INNOVACIÓN DE LA PRÁCTICA EDUCATIVA;90;9;71;80;49;2;17;19;0;0;0
NUEVO LEÓN;MAESTRÍA EN INNOVACIÓN EMPRESARIAL Y TECNOLÓGICA;15;16;6;22;2;15;14;29;14;13;27
NUEVO LEÓN;MAESTRÍA EN INNOVACIÓN PARA NEGOCIOS;24;21;22;43;12;0;0;0;0;0;0
NUEVO LEÓN;MAESTRÍA EN INSTRUMENTOS DE EVALUACIÓN DIAGNOSTICA;0;0;0;0;0;0;0;0;0;0;0
NUEVO LEÓN;MAESTRÍA EN INVESTIGACIÓN EDUCATIVA;0;0;0;0;0;0;0;0;0;0;0
NUEVO LEÓN;MAESTRÍA EN LENGUA Y LITERATURAS HISPÁNICAS;0;0;0;0;0;0;0;0;0;0;0
NUEVO LEÓN;MAESTRÍA EN LIDERAZGO;0;0;0;0;0;0;0;0;0;0;0
NUEVO LEÓN;MAESTRÍA EN LIDERAZGO JUVENIL;0;0;0;0;0;0;0;0;0;0;0
NUEVO LEÓN;MAESTRÍA EN LOGÍSTICA;40;42;13;55;3;6;3;9;13;9;22
NUEVO LEÓN;MAESTRÍA EN LOGÍSTICA INTEGRAL;0;0;0;0;0;0;0;0;0;0;0
NUEVO LEÓN;MAESTRÍA EN LOGÍSTICA Y CADENA DE SUMINISTRO CON ORIENTACIONES EN (DISEÑO Y ANÁLISIS,  DIRECCIÓN Y O;23;64;35;99;7;9;4;13;5;1;6
NUEVO LEÓN;MAESTRÍA EN LOGÍSTICA Y COMERCIALIZACIÓN;0;0;0;0;0;0;0;0;0;0;0
NUEVO LEÓN;MAESTRÍA EN MATEMÁTICA EDUCATIVA;0;0;0;0;0;0;0;0;0;0;0
NUEVO LEÓN;MAESTRÍA EN MEDIOS;5;1;1;2;1;0;0;0;0;0;0
NUEVO LEÓN;MAESTRÍA EN MERCADOTECNIA;0;0;0;0;0;0;0;0;0;0;0
NUEVO LEÓN;MAESTRÍA EN MERCADOTÉCNICA CON ACENTUACIÓN EN ADMINISTRACIÓN CON ACENTUACIÓN GENERAL, RECURSOS HUMAN;0;0;0;0;0;0;0;0;0;0;0
NUEVO LEÓN;MAESTRÍA EN MÉTODOS ALTERNOS DE SOLUCIÓN DE CONFLICTOS;31;40;24;64;9;4;7;11;9;9;18
NUEVO LEÓN;MAESTRÍA EN NEGOCIOS;0;0;0;0;0;0;0;0;0;0;0
NUEVO LEÓN;MAESTRÍA EN NEGOCIOS CON ACENTUACIÓN EN ESTRATEGIA;250;333;375;708;101;10;8;18;2;3;5
NUEVO LEÓN;MAESTRÍA EN NEGOCIOS CON ACENTUACIÓN EN RECURSOS HUMANOS;50;85;70;155;15;0;0;0;0;0;0
NUEVO LEÓN;MAESTRÍA EN ODONTOLOGÍA AVANZADA;9;2;2;4;0;1;3;4;1;1;2
NUEVO LEÓN;MAESTRÍA EN ODONTOLOGÍA LASER;10;6;6;12;5;8;6;14;8;6;14
NUEVO LEÓN;MAESTRÍA EN ODONTOLOGÍA RESTAURADORA;6;5;6;11;3;4;8;12;2;1;3
NUEVO LEÓN;MAESTRÍA EN PERIODISMO Y COMUNICACIÓN DIGITAL;50;93;77;170;13;0;0;0;0;0;0
NUEVO LEÓN;MAESTRÍA EN PLANEACIÓN Y DESARROLLO EDUCATIVO;30;3;9;12;3;0;0;0;0;0;0
NUEVO LEÓN;MAESTRÍA EN PROCESOS DE CAPACITACIÓN Y CERTIFICACIÓN CON ACENTUACIÓN EN DISEÑO DE SISTEMAS DE CAPACI;0;0;0;0;0;0;0;0;0;0;0
NUEVO LEÓN;MAESTRÍA EN PROCESOS DE CAPACITACIÓN Y CERTIFICACIÓN CON ACENTUACIÓN EN EVALUACIÓN DE SISTEMAS Y PRO;0;0;0;0;0;0;0;0;0;0;0
NUEVO LEÓN;MAESTRÍA EN PSICOANÁLISIS;10;21;26;47;0;0;0;0;0;0;0
NUEVO LEÓN;MAESTRÍA EN PSICOLOGÍA;3;3;8;11;2;4;8;12;0;0;0
NUEVO LEÓN;MAESTRÍA EN PSICOLOGÍA CON ORIENTACIÓN (CLÍNICA PSICOANALÍTICA, PSICOLOGÍA LABORAL Y ORGANIZACIONAL;39;46;114;160;28;16;33;49;7;2;9
NUEVO LEÓN;MAESTRÍA EN PSICOLOGÍA DE LA SALUD;30;5;11;16;2;0;4;4;0;0;0
NUEVO LEÓN;MAESTRÍA EN PSICOLOGÍA DEL DEPORTE;23;2;7;9;4;0;0;0;0;0;0
NUEVO LEÓN;MAESTRÍA EN PSICOLOGÍA EDUCATIVA;93;4;27;31;5;0;1;1;0;0;0
NUEVO LEÓN;MAESTRÍA EN PSICOLOGÍA LABORAL Y ORGANIZACIONAL;0;0;0;0;0;2;5;7;5;3;8
NUEVO LEÓN;MAESTRÍA EN PSICOLOGÍA ORGANIZACIONAL;0;0;1;1;0;0;1;1;0;0;0
NUEVO LEÓN;MAESTRÍA EN PSICOPEDAGOGÍA;116;60;255;315;58;18;57;75;4;8;12
NUEVO LEÓN;MAESTRÍA EN PSICOPEDAGOGÍA CON ENFOQUE GESTALT;4;0;11;11;11;0;0;0;0;0;0
NUEVO LEÓN;MAESTRÍA EN PSICOTERAPIA;3;2;15;17;2;1;2;3;0;1;1
NUEVO LEÓN;MAESTRÍA EN PSICOTERAPIA BREVE SISTEMÁTICA;38;23;103;126;31;7;27;34;5;14;19
NUEVO LEÓN;MAESTRÍA EN PSICOTERAPIA DE GRUPO GESTALT;4;3;8;11;0;0;0;0;0;0;0
NUEVO LEÓN;MAESTRÍA EN PSICOTERAPIA DE NIÑOS Y ADOLESCENTES;10;11;13;24;0;0;0;0;0;0;0
NUEVO LEÓN;MAESTRÍA EN PSICOTERAPIA DE PAREJA;0;0;0;0;0;0;0;0;0;0;0
NUEVO LEÓN;MAESTRÍA EN PSICOTERAPIA DE PAREJA Y FAMILIAR;0;5;14;19;0;0;0;0;0;0;0
NUEVO LEÓN;MAESTRÍA EN PSICOTERAPIA GESTALT INFANTIL;4;0;11;11;11;1;19;20;0;0;0
NUEVO LEÓN;MAESTRÍA EN PSICOTERAPIA INFANTIL Y DEL ADOLESCENTE;0;1;9;10;0;0;0;0;0;0;0
NUEVO LEÓN;MAESTRÍA EN PSICOTERAPIA PSICOANALÍTICA;10;1;9;10;3;1;4;5;0;1;1
NUEVO LEÓN;MAESTRÍA EN PSICOTERAPIA PSICOANALÍTICA DE ADULTOS;10;1;4;5;0;0;0;0;0;0;0
NUEVO LEÓN;MAESTRÍA EN PSICOTERAPIA PSICOANALÍTICA DE NIÑOS Y ADOLESCENTES;0;0;0;0;0;0;0;0;0;0;0
NUEVO LEÓN;MAESTRÍA EN RECURSOS HUMANOS;0;0;0;0;0;0;0;0;0;0;0
NUEVO LEÓN;MAESTRÍA EN RELACIONES FAMILIARES;14;11;3;14;2;0;2;2;0;2;2
NUEVO LEÓN;MAESTRÍA EN RELACIONES FAMILIARES CON ACENTUACIÓN EN EDUCACIÓN FAMILIAR;1;0;1;1;1;0;0;0;0;0;0
NUEVO LEÓN;MAESTRÍA EN RELACIONES FAMILIARES CON ACENTUACIÓN EN INTERVENCIÓN EN CRISIS;1;0;1;1;1;0;0;0;0;0;0
NUEVO LEÓN;MAESTRÍA EN RELACIONES FAMILIARES CON ACENTUACIÓN EN TERAPIA FAMILIAR;1;0;1;1;1;0;0;0;0;0;0
NUEVO LEÓN;MAESTRÍA EN RELACIONES INDUSTRIALES;14;11;3;14;3;0;0;0;0;0;0
NUEVO LEÓN;MAESTRÍA EN RELACIONES INTERNACIONALES;14;27;19;46;7;6;10;16;2;6;8
NUEVO LEÓN;MAESTRÍA EN RESPONSABILIDAD SOCIAL CORPORATIVA;20;10;11;21;3;3;1;4;0;0;0
NUEVO LEÓN;MAESTRÍA EN SALUD OCUPACIONAL;0;0;0;0;0;2;2;4;0;1;1
NUEVO LEÓN;MAESTRÍA EN SALUD PÚBLICA;0;0;0;0;0;5;8;13;3;5;8
NUEVO LEÓN;MAESTRÍA EN SALUD PÚBLICA ÁREA DE ADMINISTRACIÓN DE SISTEMAS DE SALUD;1;1;3;4;1;0;0;0;0;0;0
NUEVO LEÓN;MAESTRÍA EN SALUD PÚBLICA ÁREA DE CUIDADO PREVENTIVO;1;0;1;1;0;0;0;0;0;0;0
NUEVO LEÓN;MAESTRÍA EN SALUD PÚBLICA ÁREA EN EDUCACIÓN PARA LA SALUD;0;0;0;0;0;0;0;0;0;0;0
NUEVO LEÓN;MAESTRÍA EN SALUD PÚBLICA CON ACENTUACIÓN EN ADMINISTRACIÓN EN SALUD;3;1;2;3;2;0;0;0;0;0;0
NUEVO LEÓN;MAESTRÍA EN SALUD PÚBLICA CON ACENTUACIÓN EN MEDICINA PREVENTIVA;0;0;0;0;0;0;0;0;0;0;0
NUEVO LEÓN;MAESTRÍA EN SALUD PÚBLICA CON ESPECIALIDAD EN ADMINISTRACIÓN DE SISTEMAS DE SALUD;0;0;0;0;0;0;0;0;0;0;0
NUEVO LEÓN;MAESTRÍA EN SALUD PÚBLICA CON ESPECIALIDAD EN CUIDADOS PREVENTIVO;0;0;0;0;0;0;0;0;0;0;0
NUEVO LEÓN;MAESTRÍA EN SALUD PÚBLICA CON ESPECIALIDAD EN EDUCACIÓN PARA LA SALUD;0;0;0;0;0;0;0;0;0;0;0
NUEVO LEÓN;MAESTRÍA EN SALUD PÚBLICA CON ESPECIALIDAD EN SALUD FAMILIAR;0;0;0;0;0;0;0;0;0;0;0
NUEVO LEÓN;MAESTRÍA EN SEGURIDAD INDUSTRIAL Y PROTECCIÓN AMBIENTAL;0;0;0;0;0;0;0;0;0;0;0
NUEVO LEÓN;MAESTRÍA EN SISTEMAS DE ADMINISTRACIÓN DE LA CALIDAD;10;15;10;25;1;6;4;10;0;0;0
NUEVO LEÓN;MAESTRÍA EN SISTEMAS DE INFORMACIÓN GEOGRÁFICA;0;0;0;0;0;0;0;0;0;0;0
NUEVO LEÓN;MAESTRÍA EN SISTEMAS DE MANUFACTURAS;28;54;17;71;4;34;13;47;32;11;43
NUEVO LEÓN;MAESTRÍA EN SOFTWARE Y TECNOLOGÍAS DE INFORMACIÓN;3;2;0;2;0;0;0;0;0;0;0
NUEVO LEÓN;MAESTRÍA EN TECNOLOGÍA EDUCATIVA;0;0;0;0;0;0;0;0;0;0;0
NUEVO LEÓN;MAESTRÍA EN TECNOLOGÍAS APLICADAS A LA DIRECCIÓN DE EMPRESAS;20;5;3;8;0;0;0;0;0;0;0
NUEVO LEÓN;MAESTRÍA EN TECNOLOGÍAS DE INFORMACIÓN;0;0;0;0;0;0;0;0;0;0;0
NUEVO LEÓN;MAESTRÍA EN TECNOLOGÍAS DE INFORMACIÓN CON ACENTUACIÓN EN TECNOLOGÍA DE SOFTWARE;0;12;1;13;0;1;0;1;1;0;1
NUEVO LEÓN;MAESTRÍA EN TECNOLOGÍAS DE LA INFORMACIÓN CON ACENTUACIÓN EN SISTEMAS DE INFORMACIÓN;20;27;5;32;1;2;0;2;3;0;3
NUEVO LEÓN;MAESTRÍA EN TECNOLOGÍAS DE LA INFORMACIÓN CON ACENTUACIÓN EN TELEMÁTICA;10;8;1;9;1;4;0;4;0;0;0
NUEVO LEÓN;MAESTRÍA EN TELEINFORMÁTICA;25;13;9;22;2;7;4;11;7;4;11
NUEVO LEÓN;MAESTRÍA EN TERAPIA FAMILIAR;0;8;33;41;0;0;0;0;0;0;0
NUEVO LEÓN;MAESTRÍA EN TERAPIA FAMILIAR CON ENFOQUE BREVE;80;121;117;238;40;4;4;8;0;0;0
NUEVO LEÓN;MAESTRÍA EN TERAPIA FAMILIAR Y DE PAREJA;0;1;1;2;0;0;0;0;0;2;2
NUEVO LEÓN;MAESTRÍA EN TRABAJO SOCIAL CON ORIENTACIÓN EN PROYECTOS SOCIALES;26;14;36;50;16;0;0;0;0;1;1
NUEVO LEÓN;MAESTRÍA EN VALUACIÓN;20;33;24;57;3;0;0;0;0;0;0
NUEVO LEÓN;MAESTRÍA EN VALUACIÓN INMOBILIARIA;0;0;0;0;0;3;2;5;3;2;5
OAXACA;TOTAL;1865;1070;1258;2328;551;506;468;974;114;108;222
OAXACA;DOCTORADO EN ARQUITECTURA CON ESPECIALIDAD EN RESTAURACIÓN DE SITIOS Y MONUMENTOS;0;8;1;9;0;0;0;0;0;1;1
OAXACA;DOCTORADO EN BIOTECNOLOGÍA;30;1;0;1;0;0;0;0;0;0;0
OAXACA;DOCTORADO EN CIENCIAS ADMINISTRATIVAS;15;0;0;0;0;2;2;4;0;0;0
OAXACA;DOCTORADO EN CIENCIAS DE LA EDUCACIÓN;0;4;2;6;0;8;4;12;0;0;0
OAXACA;DOCTORADO EN CIENCIAS EN DESARROLLO REGIONAL Y TECNOLÓGICO;20;20;19;39;10;0;0;0;0;2;2
OAXACA;DOCTORADO EN CIENCIAS MÉDICAS Y BIOLÓGICAS;0;0;1;1;1;2;0;2;3;2;5
OAXACA;DOCTORADO EN CIENCIAS QUÍMICAS;30;1;0;1;0;0;0;0;0;0;0
OAXACA;DOCTORADO EN CIENCIAS QUÍMICO BIOLÓGICAS;0;7;1;8;0;0;0;0;0;0;0
OAXACA;DOCTORADO EN ECOLOGÍA MARINA;15;2;1;3;1;0;0;0;0;0;0
OAXACA;DOCTORADO EN EDUCACIÓN;0;0;0;0;0;0;0;0;0;0;0
OAXACA;DOCTORADO EN EDUCACIÓN CON ENFOQUE UNIVERSITARIO;45;23;29;52;18;8;1;9;0;1;1
OAXACA;DOCTORADO EN ELECTRÓNICA ESPECIALIDAD: SISTEMAS INTELIGENTES APLICADOS;10;4;0;4;0;0;0;0;0;0;0
OAXACA;DOCTORADO EN GOBIERNO ELECTRÓNICO;10;2;3;5;1;0;0;0;0;0;0
OAXACA;DOCTORADO EN INVESTIGACIONES EDUCATIVAS;80;22;25;47;9;6;1;7;0;0;0
OAXACA;ESPECIALIDAD DEL SISTEMA ACUSATORIO ADVERSARIAL (JUICIOS ORALES);30;11;19;30;19;7;8;15;0;0;0
